AUTO_NUM,CD_CC9,CD_CRP,CD_DMU,CD_ETA,CD_GHU,CD_SHI,CD_TYPE_ACT,CD_UGC,CD_UGL,Année,Trimestre,Mois,Jour,Année,Trimestre,Mois,Jour,Année,Trimestre,Mois,Jour,Année,Trimestre,Mois,Jour,FL_ACTIF,FL_OF,LB_CC9,LB_CRP,LB_DMU,LB_ETA,LB_GHU,LB_TYPE_ACT,LB_UGC,LB_UGL,SOURCE
2894,92007000,H,997,022,CUP,NON,02,2021,0229972021,2008,Qtr 3,juillet,1,,,,,2008,Qtr 3,juillet,1,2025,Qtr 4,octobre,13,O,O,BRANCARDAGE ET TRANSPORT PEDESTRE DES P,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,HOTELIER & TECHNIQUE,BRANCARDAGE,BRANCARDAGE,ldz_structure
2895,92001015,H,997,022,CUP,NON,01,5680,0229975680,2008,Qtr 1,janvier,1,,,,,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,GESTION DU PERSONNEL INDIFFERENCIE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,ALLOCATAIRES ETUDES,ALLOCATAIRES ETUDES,ldz_structure
2896,92001020,H,997,022,CUP,NON,01,7101,0229977101,2021,Qtr 2,avril,20,,,,,2021,Qtr 2,avril,20,2025,Qtr 4,octobre,13,N,O,AUTRES SERVICES AU PERSONNEL,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,GESTION LOGEMENTS,GESTION LOGEMENTS,ldz_structure
2897,92001020,H,997,022,CUP,NON,01,8300,0229978300,2023,Qtr 1,février,6,,,,,2023,Qtr 1,février,6,2025,Qtr 4,octobre,13,N,O,AUTRES SERVICES AU PERSONNEL,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,QVT LA BULLE,QVT LA BULLE,ldz_structure
2898,92999999,H,997,022,CUP,NON,00,9020,0229979020,1996,Qtr 4,décembre,1,2011,Qtr 4,décembre,31,1996,Qtr 4,décembre,1,2025,Qtr 4,octobre,2,N,N,INDETERMINE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,MANQUANT,ECARTS =>TIGRE,ECARTS =>TIGRE,ldz_structure
2899,92005100,H,997,022,CUP,NON,01,9100,0229979100,2022,Qtr 3,septembre,14,,,,,2022,Qtr 3,septembre,14,2025,Qtr 4,octobre,13,N,O,SERVICES EXTERIEURS (FACULTES INSERM ..,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,ORGANISMES EXTERIEUR,ORGANISMES EXTERIEUR,ldz_structure
2900,92001015,H,997,022,CUP,NON,01,9500,0229979500,2009,Qtr 2,juin,16,,,,,2009,Qtr 2,juin,16,2025,Qtr 4,octobre,13,N,O,GESTION DU PERSONNEL INDIFFERENCIE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,DEP PERS EN POSITION,DEP PERS EN POSITION,ldz_structure
2901,92999991,H,997,022,CUP,NON,01,9760,0229979760,2010,Qtr 4,novembre,24,,,,,2010,Qtr 4,novembre,24,2025,Qtr 4,octobre,13,N,O,DEPENSES PIE MT,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,DEPENSES PIE MT,DEPENSES PIE MT,ldz_structure
2902,92001015,H,997,022,CUP,NON,01,9810,0229979810,1996,Qtr 2,juin,1,2009,Qtr 3,juillet,3,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,2,N,N,GESTION DU PERSONNEL INDIFFERENCIE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,EQUIPE SUPPLEANCE,EQUIPE SUPPLEANCE,ldz_structure
2903,92001019,H,997,022,CUP,NON,01,9811,0229979811,1996,Qtr 2,juin,1,2014,Qtr 3,septembre,1,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,2,N,N,PERSONNEL SUR CHARGES COMMUNES,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,CLD,CLD,ldz_structure
2904,92001015,H,997,022,CUP,NON,01,9813,0229979813,1996,Qtr 2,juin,1,2009,Qtr 3,juillet,3,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,2,N,N,GESTION DU PERSONNEL INDIFFERENCIE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,PERS.PR. ECOLES,PERS.PR. ECOLES,ldz_structure
2905,92001015,H,997,022,CUP,NON,01,9814,0229979814,2004,Qtr 4,octobre,1,2009,Qtr 2,juin,23,2004,Qtr 4,octobre,1,2025,Qtr 4,octobre,2,N,N,GESTION DU PERSONNEL INDIFFERENCIE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,SUPPL.LOGIST.ADM,SUPPL.LOGIST.ADM,ldz_structure
2906,92001012,H,997,022,CUP,NON,01,9815,0229979815,1996,Qtr 2,juin,1,2009,Qtr 2,juin,23,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,2,N,N,GESTION DE LA FORMATION,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,FORM.ELEVES AS.,FORM.ELEVES AS.,ldz_structure
2913,92001018,H,997,022,CUP,NON,01,9855,0229979855,2012,Qtr 4,octobre,24,,,,,2012,Qtr 4,octobre,24,2025,Qtr 4,octobre,13,N,O,PERSONNEL EN CLD,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,PERSONNEL EN CLD,PERSONNEL EN CLD,ldz_structure
2914,92001015,H,997,022,CUP,NON,01,9857,0229979857,2017,Qtr 3,août,24,,,,,2017,Qtr 3,août,24,2025,Qtr 4,octobre,13,N,O,GESTION DU PERSONNEL INDIFFERENCIE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,C.A.A,C.A.A,ldz_structure
2915,92001020,H,997,022,CUP,NON,01,9858,0229979858,2012,Qtr 4,octobre,10,,,,,2012,Qtr 4,octobre,10,2025,Qtr 4,octobre,13,O,O,AUTRES SERVICES AU PERSONNEL,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,PROM PROF FINANC GH,PROM PROF FINANC GH,ldz_structure
2916,92001015,H,997,022,CUP,NON,01,9907,0229979907,2009,Qtr 4,octobre,13,,,,,2009,Qtr 4,octobre,13,2025,Qtr 4,octobre,13,N,O,GESTION DU PERSONNEL INDIFFERENCIE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,HRA CORRECTION,HRA CORRECTION,ldz_structure
2917,92001015,B,997,022,CUP,NON,01,9917,0229979917,2009,Qtr 4,octobre,13,,,,,2009,Qtr 4,octobre,13,2025,Qtr 4,octobre,13,N,O,GESTION DU PERSONNEL INDIFFERENCIE,CRPAB,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,HRA CORRECTION SLD,HRA CORRECTION SLD,ldz_structure
2918,92510000,H,997,022,CUP,NON,01,9933,0229979933,2009,Qtr 4,octobre,13,,,,,2009,Qtr 4,octobre,13,2025,Qtr 4,octobre,13,N,O,STRUCTURE FINANCIER,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,STRUCTURE FINANCIERE,STRUCTURE FINANCIERE,ldz_structure
2919,92520000,H,997,022,CUP,NON,01,9935,0229979935,2009,Qtr 4,octobre,13,,,,,2009,Qtr 4,octobre,13,2025,Qtr 4,octobre,13,N,O,STRUCTURE IMMOBILIER,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,STRUCTURE IMMOBILIER,STRUCTURE IMMOBILIER,ldz_structure
2920,92510000,B,997,022,CUP,NON,01,9943,0229979943,2009,Qtr 4,octobre,13,,,,,2009,Qtr 4,octobre,13,2025,Qtr 4,octobre,13,N,O,STRUCTURE FINANCIER,CRPAB,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,STRUCTURE FIN USLD,STRUCTURE FIN USLD,ldz_structure
2921,92520000,B,997,022,CUP,NON,01,9945,0229979945,2009,Qtr 4,octobre,13,,,,,2009,Qtr 4,octobre,13,2025,Qtr 4,octobre,13,N,O,STRUCTURE IMMOBILIER,CRPAB,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,ADMINISTRATION,STRUCTURE IMMO USLD,STRUCTURE IMMO USLD,ldz_structure
2922,92398150,H,997,022,CUP,NON,33,9990,0229979990,1997,Qtr 1,janvier,1,,,,,1997,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,RECHERCHE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,RECHERCHE,URC RH STR PERENNES,URC RH STR PERENNES,ldz_structure
2923,92999999,H,997,022,CUP,NON,00,9991,0229979991,1997,Qtr 1,janvier,1,2009,Qtr 2,juin,23,1997,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,N,N,INDETERMINE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,MANQUANT,CEDIT,CEDIT,ldz_structure
2924,92398150,H,997,022,CUP,NON,33,9993,0229979993,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,RECHERCHE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,RECHERCHE,URC RH STR NON PEREN,URC RH STR NON PEREN,ldz_structure
2925,92398150,H,997,022,CUP,NON,33,9994,0229979994,2009,Qtr 1,janvier,1,,,,,2009,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,RECHERCHE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,RECHERCHE,RH RECHERCHE PNM,RH RECHERCHE PNM,ldz_structure
2926,92398150,H,997,022,CUP,NON,33,9998,0229979998,1999,Qtr 1,janvier,1,2009,Qtr 2,juin,23,1999,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,N,N,RECHERCHE,CRPP,ADM LOG TECH,HOPITAL CORENTIN CELTON,CENTRE,RECHERCHE,SECURITE SANITAIRE,SECURITE SANITAIRE,ldz_structure
2927,92302240,H,999,022,CUP,NON,20,0000,0229990000,2001,Qtr 4,décembre,31,2008,Qtr 4,décembre,31,2001,Qtr 4,décembre,31,2025,Qtr 4,octobre,13,N,N,RHUMATOLOGIE,CRPP,HORS NORME,HOPITAL CORENTIN CELTON,CENTRE,HOSPITAL.SEMAINE,MANQUANT,MANQUANT,ldz_structure
2928,92999999,H,001,026,HMN,NON,01,0725,0260010725,2005,Qtr 1,janvier,1,2010,Qtr 4,décembre,31,2005,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,N,N,INDETERMINE,CRPP,NEURO-LOCOMOTEUR,GH A.CHENEVIER-H.MONDOR,MONDOR,ADMINISTRATION,SLD S90 MIROIR - AC,SLD S90 MIROIR - AC,ldz_structure
2929,92312020,H,001,026,HMN,NON,83,1320,0260011320,2008,Qtr 1,janvier,1,2011,Qtr 4,décembre,31,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,N,N,ANESTHESIE - REANIMATION CHIR. ADULTES,CRPP,NEURO-LOCOMOTEUR,GH A.CHENEVIER-H.MONDOR,MONDOR,SURVEILLANCE CONTINU,SURV.CONT.NEURO.CHIR,SURV.CONT.NEURO.CHIR,ldz_structure
2930,92319330,H,002,026,HMN,NON,82,1217,0260021217,2008,Qtr 1,janvier,1,2011,Qtr 4,décembre,31,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,N,N,CHIRURGIE CARDIO-VASCULAIRE,CRPP,MCCV,GH A.CHENEVIER-H.MONDOR,MONDOR,SOINS INTENSIFS,S.I. CHIR CARDIAQUE,S.I. CHIR CARDIAQUE,ldz_structure
2931,92302030,H,003,026,HMN,NON,07,0753,0260030753,2005,Qtr 1,janvier,1,2010,Qtr 1,mars,3,2005,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,N,N,DERMATOLOGIE,CRPP,MINGGUS,GH A.CHENEVIER-H.MONDOR,MONDOR,CONSULTATIONS,CONS DERMATO - AC,CONS DERMATO - AC,ldz_structure
2933,92312020,H,004,026,HMN,NON,81,5123,0260045123,2009,Qtr 1,janvier,1,2011,Qtr 2,juin,30,2009,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,N,N,ANESTHESIE - REANIMATION CHIR. ADULTES,CRPP,REA-ANESTHESIE SMUR,GH A.CHENEVIER-H.MONDOR,MONDOR,REANIMATION,REA NEURO CHIR,REA NEURO CHIR,ldz_structure
2934,92312020,H,004,026,HMN,NON,83,5124,0260045124,2009,Qtr 1,janvier,1,2011,Qtr 2,juin,30,2009,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,N,N,ANESTHESIE - REANIMATION CHIR. ADULTES,CRPP,REA-ANESTHESIE SMUR,GH A.CHENEVIER-H.MONDOR,MONDOR,SURVEILLANCE CONTINU,USC CHIRURGICAL,USC CHIRURGICAL,ldz_structure
2935,92303010,H,006,026,HMN,NON,83,6008,0260066008,2001,Qtr 1,janvier,1,2011,Qtr 1,janvier,1,2001,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,N,N,REANIMATION MEDICALE ADULTE,CRPP,OTI,GH A.CHENEVIER-H.MONDOR,MONDOR,SURVEILLANCE CONTINU,SC HEPATO,SC HEPATO,ldz_structure
2936,92212750,H,101,026,HMN,NON,26,2125,0261012125,2008,Qtr 1,janvier,1,2015,Qtr 1,janvier,31,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,N,N,GENETIQUE CONSTITUTIONNELLE,CRPP,BIOLOGIE PATHOLOGIE,GH A.CHENEVIER-H.MONDOR,MONDOR,ANALYSES BIOLOGIQUES,PLATE GENE CONST,PLATE GENE CONST,ldz_structure
2937,92212000,H,101,026,HMN,NON,26,3414,0261013414,1996,Qtr 2,juin,1,2018,Qtr 4,décembre,31,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,2,N,N,PHARMACOLOGIE TOXICOLOGIE,CRPP,BIOLOGIE PATHOLOGIE,GH A.CHENEVIER-H.MONDOR,MONDOR,ANALYSES BIOLOGIQUES,TOXICOLOGIE,TOXICOLOGIE,ldz_structure
2938,92410000,H,102,026,HMN,NON,09,0782,0261020782,2005,Qtr 1,janvier,1,2012,Qtr 1,mars,1,2005,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,N,N,STERILISATION,CRPP,FIT,GH A.CHENEVIER-H.MONDOR,MONDOR,AUTRES MEDICO-TECHNI,STERILISATION - AC,STERILISATION - AC,ldz_structure
2939,92400200,H,102,026,HMN,NON,09,0789,0261020789,2010,Qtr 1,mars,2,2012,Qtr 1,mars,1,2010,Qtr 1,mars,2,2025,Qtr 4,octobre,2,N,N,RETROCESSION,CRPP,FIT,GH A.CHENEVIER-H.MONDOR,MONDOR,AUTRES MEDICO-TECHNI,PHARMACIE RETROC. AC,PHARMACIE RETROC. AC,ldz_structure
2940,92302260,H,102,026,HMN,NON,80,3711,0261023711,1996,Qtr 2,juin,1,2018,Qtr 4,décembre,31,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,2,N,N,CURIETHERAPIE,CRPP,FIT,GH A.CHENEVIER-H.MONDOR,MONDOR,HOSPIT COMPL CONVENT,HC RADIOTHERAPIE S.C,HC RADIOTHERAPIE S.C,ldz_structure
2941,92000003,H,104,026,HMN,NON,01,0606,0261040606,2007,Qtr 4,octobre,26,2019,Qtr 4,décembre,31,2007,Qtr 4,octobre,26,2025,Qtr 4,octobre,2,O,N,ADMINISTRATION DU POLE,CRPP,VERDI,GH A.CHENEVIER-H.MONDOR,MONDOR,ADMINISTRATION,GESTION POLE 104,GESTION POLE 104,ldz_structure
2942,92463210,H,104,026,HMN,NON,26,9852,0261049852,2007,Qtr 4,octobre,26,2016,Qtr 1,janvier,1,2007,Qtr 4,octobre,26,2025,Qtr 4,octobre,2,N,N,PLATEFORME DE RESSOURCES BIO (CRB),CRPP,VERDI,GH A.CHENEVIER-H.MONDOR,MONDOR,ANALYSES BIOLOGIQUES,TISSUTHEQUE,TISSUTHEQUE,ldz_structure
2943,92463210,H,104,026,HMN,NON,26,9853,0261049853,2009,Qtr 1,janvier,1,2016,Qtr 1,janvier,1,2009,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,N,N,PLATEFORME DE RESSOURCES BIO (CRB),CRPP,VERDI,GH A.CHENEVIER-H.MONDOR,MONDOR,ANALYSES BIOLOGIQUES,CELLULOTHEQUE,CELLULOTHEQUE,ldz_structure
2944,92302320,H,105,026,HMN,NON,80,6419,0261056419,2008,Qtr 4,octobre,1,2016,Qtr 1,janvier,1,2008,Qtr 4,octobre,1,2025,Qtr 4,octobre,2,N,N,ONCOLOGIE MEDICALE,CRPP,CITI,GH A.CHENEVIER-H.MONDOR,MONDOR,HOSPIT COMPL CONVENT,HC ONCOGERIATRIE,HC ONCOGERIATRIE,ldz_structure
2945,92280100,H,106,026,HMN,NON,09,5306,0261065306,1996,Qtr 2,juin,1,2015,Qtr 1,mars,31,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,2,N,N,EF CARDIO-VASCULAIRES,CRPP,CARAVAN,GH A.CHENEVIER-H.MONDOR,MONDOR,AUTRES MEDICO-TECHNI,ECHOGRAPHIE CARD,ECHOGRAPHIE CARD,ldz_structure
2946,92302180,H,107,026,HMN,NON,04,8011,0261078011,2015,Qtr 2,avril,17,2017,Qtr 1,mars,2,2015,Qtr 2,avril,17,2025,Qtr 4,octobre,2,N,N,NEUROLOGIE,CRPP,NEUROLOCOMOTEUR,GH A.CHENEVIER-H.MONDOR,MONDOR,HOSPITALISATION JOUR,HDJ NEURO COGNITIVE,HDJ NEURO COGNITIVE,ldz_structure
2947,92000003,H,108,026,HMN,NON,01,0500,0261080500,2007,Qtr 1,janvier,1,2016,Qtr 1,janvier,1,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,N,N,ADMINISTRATION DU POLE,CRPP,REA ANEST SAMU SMUR,GH A.CHENEVIER-H.MONDOR,MONDOR,ADMINISTRATION,GESTION DU POLE 108,GESTION DU POLE 108,ldz_structure
2948,92351201,H,109,026,HMN,NON,07,0736,0261090736,2007,Qtr 1,janvier,1,2019,Qtr 4,décembre,31,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,N,N,PSY ADULTES SECTEUR CMP,CRPP,PSYCHIATRIE ADDICTO,GH A.CHENEVIER-H.MONDOR,MONDOR,CONSULTATIONS,CMP CRETEIL,CMP CRETEIL,ldz_structure
2949,92351201,H,109,026,HMN,NON,07,0743,0261090743,2007,Qtr 1,janvier,1,2019,Qtr 4,décembre,31,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,N,N,PSY ADULTES SECTEUR CMP,CRPP,PSYCHIATRIE ADDICTO,GH A.CHENEVIER-H.MONDOR,MONDOR,CONSULTATIONS,CMP MAISONS-ALFORT,CMP MAISONS-ALFORT,ldz_structure
2950,92302011,H,109,026,HMN,NON,07,0749,0261090749,2009,Qtr 2,juin,10,2012,Qtr 4,décembre,31,2009,Qtr 2,juin,10,2025,Qtr 4,octobre,2,N,N,ADDICTOLOGIE EN MCO,CRPP,PSYCHIATRIE ADDICTO,GH A.CHENEVIER-H.MONDOR,MONDOR,CONSULTATIONS,CS POST URG ADDICTO,CS POST URG ADDICTO,ldz_structure
2951,92352010,H,109,026,HMN,NON,21,0750,0261090750,2009,Qtr 2,juin,10,2013,Qtr 4,octobre,1,2009,Qtr 2,juin,10,2025,Qtr 4,octobre,2,N,N,PSYCHIATRIE ADULTES SECTORISEE,CRPP,PSYCHIATRIE ADDICTO,GH A.CHENEVIER-H.MONDOR,MONDOR,ACCUEIL DE JOUR,CATTP HDJ,CATTP HDJ,ldz_structure
2952,92349070,H,109,026,HMN,NON,07,0754,0261090754,2008,Qtr 1,janvier,1,2012,Qtr 4,décembre,31,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,N,N,CONS. ANTITABAC,CRPP,PSYCHIATRIE ADDICTO,GH A.CHENEVIER-H.MONDOR,MONDOR,CONSULTATIONS,CONSULT ANTI TABAC,CONSULT ANTI TABAC,ldz_structure
2953,92351104,H,109,026,HMN,NON,07,0766,0261090766,2013,Qtr 3,juillet,4,2015,Qtr 1,mars,31,2013,Qtr 3,juillet,4,2025,Qtr 4,octobre,2,N,N,PSY ADULTES LIAISON HOSPITALIERE,CRPP,PSYCHIATRIE ADDICTO,GH A.CHENEVIER-H.MONDOR,MONDOR,CONSULTATIONS,CS LAISON AC,CS LAISON AC,ldz_structure
2954,92351104,H,109,026,HMN,NON,07,4517,0261094517,2014,Qtr 2,avril,2,2014,Qtr 2,avril,1,2014,Qtr 2,avril,2,2025,Qtr 4,octobre,2,N,N,PSY ADULTES LIAISON HOSPITALIERE,CRPP,PSYCHIATRIE ADDICTO,GH A.CHENEVIER-H.MONDOR,MONDOR,CONSULTATIONS,CS PSYCHIATRIE LIAIS,CS PSYCHIATRIE LIAIS,ldz_structure
2955,92000003,H,110,026,HMN,NON,01,0400,0261100400,2007,Qtr 1,janvier,1,2019,Qtr 4,décembre,31,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,O,N,ADMINISTRATION DU POLE,CRPP,MINGGUS,GH A.CHENEVIER-H.MONDOR,MONDOR,ADMINISTRATION,GESTION DU POLE 110,GESTION DU POLE 110,ldz_structure
2956,92347001,H,110,026,HMN,NON,07,0752,0261100752,2005,Qtr 1,janvier,1,2017,Qtr 1,mars,1,2005,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,N,N,CONSULTATIONS USLD,CRPP,MINGGUS,GH A.CHENEVIER-H.MONDOR,MONDOR,CONSULTATIONS,CONSULTATIONS - AC,CONSULTATIONS - AC,ldz_structure
2957,92000003,H,111,026,HMN,NON,01,0940,0261110940,2011,Qtr 3,août,25,2013,Qtr 4,décembre,31,2011,Qtr 3,août,25,2025,Qtr 4,octobre,2,N,N,ADMINISTRATION DU POLE,CRPP,GERIATRIE VAL MARNE,GH A.CHENEVIER-H.MONDOR,MONDOR,ADMINISTRATION,GESTION DU POLE 111,GESTION DU POLE 111,ldz_structure
2958,92398150,H,201,026,HMN,NON,33,0393,0262010393,2024,Qtr 2,avril,5,,,,,2024,Qtr 2,avril,5,2025,Qtr 4,octobre,13,N,O,RECHERCHE,CRPP,BIOLOGIE PATHOLOGIE,GH A.CHENEVIER-H.MONDOR,MONDOR,RECHERCHE,RECH INTERES.DMU 201,RECH INTERES.DMU 201,ldz_structure
2959,92000003,H,201,026,HMN,NON,01,0602,0262010602,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,ADMINISTRATION DU POLE,CRPP,BIOLOGIE PATHOLOGIE,GH A.CHENEVIER-H.MONDOR,MONDOR,ADMINISTRATION,GESTION DU DMU,GESTION DU DMU,ldz_structure
2960,92212200,H,201,026,HMN,NON,26,2114,0262012114,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,BIOCHIMIE GENERALE ET SPECIALISEE,CRPP,BIOLOGIE PATHOLOGIE,GH A.CHENEVIER-H.MONDOR,MONDOR,ANALYSES BIOLOGIQUES,BIOCHIMIE,BIOCHIMIE,ldz_structure
2961,92212750,H,201,026,HMN,NON,26,2115,0262012115,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,GENETIQUE CONSTITUTIONNELLE,CRPP,BIOLOGIE PATHOLOGIE,GH A.CHENEVIER-H.MONDOR,MONDOR,ANALYSES BIOLOGIQUES,GENETIQUE,GENETIQUE,ldz_structure
2962,92346080,H,201,026,HMN,NON,07,2116,0262012116,2014,Qtr 4,novembre,24,,,,,2014,Qtr 4,novembre,24,2025,Qtr 4,octobre,13,N,O,CONSULTATION DE GENETIQUE,CRPP,BIOLOGIE PATHOLOGIE,GH A.CHENEVIER-H.MONDOR,MONDOR,CONSULTATIONS,CS GENETIQUE,CS GENETIQUE,ldz_structure
2963,92212750,H,201,026,HMN,NON,26,2117,0262012117,2016,Qtr 3,juillet,18,,,,,2016,Qtr 3,juillet,18,2025,Qtr 4,octobre,13,O,O,GENETIQUE CONSTITUTIONNELLE,CRPP,BIOLOGIE PATHOLOGIE,GH A.CHENEVIER-H.MONDOR,MONDOR,ANALYSES BIOLOGIQUES,PF GENOMIQUE,PF GENOMIQUE,ldz_structure
2964,92212700,H,201,026,HMN,NON,26,2118,0262012118,2020,Qtr 3,juillet,2,,,,,2020,Qtr 3,juillet,2,2025,Qtr 4,octobre,13,O,O,PLATE FORME DE BIOLOGIE MOLECULAIRE,CRPP,BIOLOGIE PATHOLOGIE,GH A.CHENEVIER-H.MONDOR,MONDOR,ANALYSES BIOLOGIQUES,LMG SEQOIA,LMG SEQOIA,ldz_structure
2965,92211010,H,201,026,HMN,NON,26,2214,0262012214,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,ANATOMIE ET CYTOLOGIE PATHOLOGIQUES,CRPP,BIOLOGIE PATHOLOGIE,GH A.CHENEVIER-H.MONDOR,MONDOR,ANALYSES BIOLOGIQUES,ANATOMIE CYTO PATHO,ANATOMIE CYTO PATHO,ldz_structure
2966,92212760,H,201,026,HMN,NON,26,2215,0262012215,2016,Qtr 4,novembre,17,,,,,2016,Qtr 4,novembre,17,2025,Qtr 4,octobre,13,N,O,GENETIQUE SOMATIQUE,CRPP,BIOLOGIE PATHOLOGIE,GH A.CHENEVIER-H.MONDOR,MONDOR,ANALYSES BIOLOGIQUES,GENE SOMATIQUE PATHO,GENE SOMATIQUE PATHO,ldz_structure
2967,92211010,H,201,026,HMN,NON,26,2216,0262012216,2022,Qtr 4,octobre,3,,,,,2022,Qtr 4,octobre,3,2025,Qtr 4,octobre,13,N,O,ANATOMIE ET CYTOLOGIE PATHOLOGIQUES,CRPP,BIOLOGIE PATHOLOGIE,GH A.CHENEVIER-H.MONDOR,MONDOR,ANALYSES BIOLOGIQUES,RESEAU LYMPHOPATH,RESEAU LYMPHOPATH,ldz_structure
2968,92212520,H,201,026,HMN,NON,26,2512,0262012512,2002,Qtr 1,janvier,1,,,,,2002,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,VIROLOGIE,CRPP,BIOLOGIE PATHOLOGIE,GH A.CHENEVIER-H.MONDOR,MONDOR,ANALYSES BIOLOGIQUES,VIROLOGIE,VIROLOGIE,ldz_structure
2969,92212520,H,201,026,HMN,NON,26,2513,0262012513,2010,Qtr 4,décembre,1,,,,,2010,Qtr 4,décembre,1,2025,Qtr 4,octobre,13,O,O,VIROLOGIE,CRPP,BIOLOGIE PATHOLOGIE,GH A.CHENEVIER-H.MONDOR,MONDOR,ANALYSES BIOLOGIQUES,CNR HEPATITE B C,CNR HEPATITE B C,ldz_structure
2970,92212530,H,201,026,HMN,NON,26,2514,0262012514,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,BACTERIOLOGIE,CRPP,BIOLOGIE PATHOLOGIE,GH A.CHENEVIER-H.MONDOR,MONDOR,ANALYSES BIOLOGIQUES,BACTERIOLOGIE,BACTERIOLOGIE,ldz_structure
