AUTO_NUM,CD_CC9,CD_CRP,CD_DMU,CD_ETA,CD_GHU,CD_SHI,CD_TYPE_ACT,CD_UGC,CD_UGL,Année,Trimestre,Mois,Jour,Année,Trimestre,Mois,Jour,Année,Trimestre,Mois,Jour,Année,Trimestre,Mois,Jour,FL_ACTIF,FL_OF,LB_CC9,LB_CRP,LB_DMU,LB_ETA,LB_GHU,LB_TYPE_ACT,LB_UGC,LB_UGL,SOURCE
9125,92000003,H,609,073,SUN,NON,01,0990,0736090990,2019,Qtr 4,octobre,8,,,,,2019,Qtr 4,octobre,8,2025,Qtr 4,octobre,13,N,O,ADMINISTRATION DU POLE,CRPP,APPROCHES,HOPITAL SAINT ANTOINE,SORBONNE,ADMINISTRATION,UG DU DMU 609,UG DU DMU 609,ldz_structure
9126,92280200,H,609,073,SUN,NON,09,2403,0736092403,2009,Qtr 2,avril,3,,,,,2009,Qtr 2,avril,3,2025,Qtr 4,octobre,13,O,O,EF PNEUMOLOGIQUES,CRPP,APPROCHES,HOPITAL SAINT ANTOINE,SORBONNE,AUTRES MEDICO-TECHNI,EF RESPIRATOIRES,EF RESPIRATOIRES,ldz_structure
9127,92302210,H,609,073,SUN,NON,20,2406,0736092406,2014,Qtr 4,décembre,4,2022,Qtr 1,mars,23,2014,Qtr 4,décembre,4,2025,Qtr 4,octobre,2,O,N,PNEUMOLOGIE,CRPP,APPROCHES,HOPITAL SAINT ANTOINE,SORBONNE,HOSPITAL.SEMAINE,SOMMEIL HDS,SOMMEIL HDS,ldz_structure
9128,92302210,H,609,073,SUN,NON,04,2407,0736092407,2014,Qtr 4,décembre,9,2022,Qtr 2,avril,19,2014,Qtr 4,décembre,9,2025,Qtr 4,octobre,2,N,N,PNEUMOLOGIE,CRPP,APPROCHES,HOPITAL SAINT ANTOINE,SORBONNE,HOSPITALISATION JOUR,SOMMEIL HDJ,SOMMEIL HDJ,ldz_structure
9129,92302210,H,609,073,SUN,NON,07,2408,0736092408,2014,Qtr 4,décembre,9,2024,Qtr 1,janvier,2,2014,Qtr 4,décembre,9,2025,Qtr 4,octobre,2,O,N,PNEUMOLOGIE,CRPP,APPROCHES,HOPITAL SAINT ANTOINE,SORBONNE,CONSULTATIONS,SOMMEIL CS,SOMMEIL CS,ldz_structure
9130,92302210,H,609,073,SUN,NON,07,5510,0736095510,2020,Qtr 4,octobre,15,,,,,2020,Qtr 4,octobre,15,2025,Qtr 4,octobre,13,N,O,PNEUMOLOGIE,CRPP,APPROCHES,HOPITAL SAINT ANTOINE,SORBONNE,CONSULTATIONS,CS EF RESPIRATOIRES,CS EF RESPIRATOIRES,ldz_structure
9131,92001018,H,609,073,SUN,NON,01,9969,0736099969,2023,Qtr 3,août,31,,,,,2023,Qtr 3,août,31,2025,Qtr 4,octobre,13,N,O,PERSONNEL EN CLD,CRPP,APPROCHES,HOPITAL SAINT ANTOINE,SORBONNE,ADMINISTRATION,AFF INTERMED-609,AFF INTERMED-609,ldz_structure
9132,92302120,H,610,073,SUN,NON,80,0400,0736100400,1999,Qtr 3,août,24,,,,,1999,Qtr 3,août,24,2025,Qtr 4,octobre,13,O,O,HEPATO-GASTRO-ENTEROLOGIE,CRPP,SAPERE,HOPITAL SAINT ANTOINE,SORBONNE,HOSPIT COMPL CONVENT,HEPATO HC,HEPATO HC,ldz_structure
9133,92280400,H,610,073,SUN,NON,09,0401,0736100401,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,ENDOSCOPIE DIGESTIVE,CRPP,SAPERE,HOPITAL SAINT ANTOINE,SORBONNE,AUTRES MEDICO-TECHNI,ENDO DIGESTIVE,ENDO DIGESTIVE,ldz_structure
9134,92280400,H,610,073,SUN,NON,09,0402,0736100402,2015,Qtr 4,novembre,5,,,,,2015,Qtr 4,novembre,5,2025,Qtr 4,octobre,13,O,O,ENDOSCOPIE DIGESTIVE,CRPP,SAPERE,HOPITAL SAINT ANTOINE,SORBONNE,AUTRES MEDICO-TECHNI,GDE GARDE ENDOSCOPIE,GDE GARDE ENDOSCOPIE,ldz_structure
9135,92302120,H,610,073,SUN,NON,20,0403,0736100403,2003,Qtr 1,janvier,1,2022,Qtr 1,mars,23,2003,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,O,N,HEPATO-GASTRO-ENTEROLOGIE,CRPP,SAPERE,HOPITAL SAINT ANTOINE,SORBONNE,HOSPITAL.SEMAINE,HEPATO TRANSP HDS,HEPATO TRANSP HDS,ldz_structure
9136,92302120,H,610,073,SUN,NON,07,0404,0736100404,2003,Qtr 1,janvier,1,,,,,2003,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,HEPATO-GASTRO-ENTEROLOGIE,CRPP,SAPERE,HOPITAL SAINT ANTOINE,SORBONNE,CONSULTATIONS,HEPAT GAST ENTER CS,HEPAT GAST ENTER CS,ldz_structure
9137,92395003,H,610,073,SUN,NON,07,0405,0736100405,2005,Qtr 3,septembre,1,,,,,2005,Qtr 3,septembre,1,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,SAPERE,HOPITAL SAINT ANTOINE,SORBONNE,CONSULTATIONS,MALAD RARES HEPAT CS,MALAD RARES HEPAT CS,ldz_structure
9138,92302120,H,610,073,SUN,NON,82,0406,0736100406,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,HEPATO-GASTRO-ENTEROLOGIE,CRPP,SAPERE,HOPITAL SAINT ANTOINE,SORBONNE,SOINS INTENSIFS,HEPATOLOGIE SI,HEPATOLOGIE SI,ldz_structure
9139,92302120,H,610,073,SUN,NON,23,0407,0736100407,2009,Qtr 2,avril,3,,,,,2009,Qtr 2,avril,3,2025,Qtr 4,octobre,13,N,O,HEPATO-GASTRO-ENTEROLOGIE,CRPP,SAPERE,HOPITAL SAINT ANTOINE,SORBONNE,ANESTH.CHIR.AMBULAT.,ENDOSCOPIE HDJ,ENDOSCOPIE HDJ,ldz_structure
9140,92302120,H,610,073,SUN,NON,04,0408,0736100408,2009,Qtr 2,avril,3,,,,,2009,Qtr 2,avril,3,2025,Qtr 4,octobre,13,O,O,HEPATO-GASTRO-ENTEROLOGIE,CRPP,SAPERE,HOPITAL SAINT ANTOINE,SORBONNE,HOSPITALISATION JOUR,HEPAT GAST ENTER HDJ,HEPAT GAST ENTER HDJ,ldz_structure
9141,92395014,H,610,073,SUN,NON,07,0409,0736100409,2015,Qtr 3,juillet,22,,,,,2015,Qtr 3,juillet,22,2025,Qtr 4,octobre,13,O,O,FILIERE DE SANTE MALADIES RARES,CRPP,SAPERE,HOPITAL SAINT ANTOINE,SORBONNE,CONSULTATIONS,FILIERE FILFOIE,FILIERE FILFOIE,ldz_structure
9142,92302320,H,610,073,SUN,OUI,80,0700,0736100700,1999,Qtr 3,août,24,,,,,1999,Qtr 3,août,24,2025,Qtr 4,octobre,13,O,O,ONCOLOGIE MEDICALE,CRPP,SAPERE,HOPITAL SAINT ANTOINE,SORBONNE,HOSPIT COMPL CONVENT,ONCOLOGIE HC,ONCOLOGIE HC,ldz_structure
9143,92302320,H,610,073,SUN,NON,04,0701,0736100701,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,ONCOLOGIE MEDICALE,CRPP,SAPERE,HOPITAL SAINT ANTOINE,SORBONNE,HOSPITALISATION JOUR,ONCO HDJ ET CHIMIO,ONCO HDJ ET CHIMIO,ldz_structure
9148,92302120,H,610,073,SUN,NON,82,1004,0736101004,2018,Qtr 1,mars,22,,,,,2018,Qtr 1,mars,22,2025,Qtr 4,octobre,13,O,O,HEPATO-GASTRO-ENTEROLOGIE,CRPP,SAPERE,HOPITAL SAINT ANTOINE,SORBONNE,SOINS INTENSIFS,USI CHIR DIG,USI CHIR DIG,ldz_structure
9149,92302120,H,610,073,SUN,NON,80,3500,0736103500,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,HEPATO-GASTRO-ENTEROLOGIE,CRPP,SAPERE,HOPITAL SAINT ANTOINE,SORBONNE,HOSPIT COMPL CONVENT,GASTRO ENTERO HC,GASTRO ENTERO HC,ldz_structure
9150,92999999,H,610,073,SUN,NON,01,8929,0736108929,2007,Qtr 1,mars,1,,,,,2007,Qtr 1,mars,1,2025,Qtr 4,octobre,13,O,O,INDETERMINE,CRPP,SAPERE,HOPITAL SAINT ANTOINE,SORBONNE,ADMINISTRATION,MISSION DU POLE 104,MISSION DU POLE 104,ldz_structure
9151,92001018,H,610,073,SUN,NON,01,9970,0736109970,2023,Qtr 3,août,31,,,,,2023,Qtr 3,août,31,2025,Qtr 4,octobre,13,N,O,PERSONNEL EN CLD,CRPP,SAPERE,HOPITAL SAINT ANTOINE,SORBONNE,ADMINISTRATION,AFF INTERMED-610,AFF INTERMED-610,ldz_structure
9152,92302110,H,611,073,SUN,NON,80,0600,0736110600,1999,Qtr 3,août,24,,,,,1999,Qtr 3,août,24,2025,Qtr 4,octobre,13,O,O,HEMATOLOGIE CLINIQUE ADULTE,CRPP,ORPHE,HOPITAL SAINT ANTOINE,SORBONNE,HOSPIT COMPL CONVENT,HEMATOLOGIE HC,HEMATOLOGIE HC,ldz_structure
9153,92302110,H,611,073,SUN,NON,04,0601,0736110601,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,HEMATOLOGIE CLINIQUE ADULTE,CRPP,ORPHE,HOPITAL SAINT ANTOINE,SORBONNE,HOSPITALISATION JOUR,HEMATO HDJ ET CHIMIO,HEMATO HDJ ET CHIMIO,ldz_structure
9154,92302110,H,611,073,SUN,NON,07,0602,0736110602,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,HEMATOLOGIE CLINIQUE ADULTE,CRPP,ORPHE,HOPITAL SAINT ANTOINE,SORBONNE,CONSULTATIONS,HEMATOLOGIE CS,HEMATOLOGIE CS,ldz_structure
9155,92302110,H,611,073,SUN,NON,82,0603,0736110603,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,HEMATOLOGIE CLINIQUE ADULTE,CRPP,ORPHE,HOPITAL SAINT ANTOINE,SORBONNE,SOINS INTENSIFS,HEMATOLOGIE SI,HEMATOLOGIE SI,ldz_structure
9156,92395003,H,611,073,SUN,NON,07,0604,0736110604,2006,Qtr 3,septembre,1,,,,,2006,Qtr 3,septembre,1,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,ORPHE,HOPITAL SAINT ANTOINE,SORBONNE,CONSULTATIONS,MALAD RARES HEMAT CS,MALAD RARES HEMAT CS,ldz_structure
9157,92463400,H,611,073,SUN,NON,08,0605,0736110605,2009,Qtr 2,avril,9,,,,,2009,Qtr 2,avril,9,2025,Qtr 4,octobre,13,N,O,COORDINATION PRELEVEMENT TISSUS ORGANES,CRPP,ORPHE,HOPITAL SAINT ANTOINE,SORBONNE,BLOC OPERATOIRE,BLOC HEMATOLOGIE,BLOC HEMATOLOGIE,ldz_structure
9158,92463400,H,611,073,SUN,NON,08,0606,0736110606,2010,Qtr 2,juin,8,,,,,2010,Qtr 2,juin,8,2025,Qtr 4,octobre,13,N,O,COORDINATION PRELEVEMENT TISSUS ORGANES,CRPP,ORPHE,HOPITAL SAINT ANTOINE,SORBONNE,BLOC OPERATOIRE,COORDINATION GREFFE,COORDINATION GREFFE,ldz_structure
9159,92302110,H,611,073,SUN,NON,82,0607,0736110607,2013,Qtr 4,décembre,12,,,,,2013,Qtr 4,décembre,12,2025,Qtr 4,octobre,13,O,O,HEMATOLOGIE CLINIQUE ADULTE,CRPP,ORPHE,HOPITAL SAINT ANTOINE,SORBONNE,SOINS INTENSIFS,ALLOGREFFE,ALLOGREFFE,ldz_structure
9160,92302250,H,611,073,SUN,NON,32,0610,0736110610,2020,Qtr 1,mars,31,,,,,2020,Qtr 1,mars,31,2025,Qtr 4,octobre,13,O,O,RADIOTHERAPIE (EXTERNE),CRPP,ORPHE,HOPITAL SAINT ANTOINE,SORBONNE,IMAGERIE MEDICALE,PHYSIQUE MEDICALE,PHYSIQUE MEDICALE,ldz_structure
9161,92463210,H,611,073,SUN,NON,26,0611,0736110611,2024,Qtr 1,janvier,31,,,,,2024,Qtr 1,janvier,31,2025,Qtr 4,octobre,13,O,O,PLATEFORME DE RESSOURCES BIO (CRB),CRPP,ORPHE,HOPITAL SAINT ANTOINE,SORBONNE,ANALYSES BIOLOGIQUES,CRB TUMOROTHEQUE,CRB TUMOROTHEQUE,ldz_structure
9162,92000003,H,611,073,SUN,NON,01,0959,0736110959,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,ADMINISTRATION DU POLE,CRPP,ORPHE,HOPITAL SAINT ANTOINE,SORBONNE,ADMINISTRATION,UG DU DMU ORPHE,UG DU DMU ORPHE,ldz_structure
9163,92002290,H,611,073,SUN,NON,01,5102,0736115102,1999,Qtr 3,août,24,,,,,1999,Qtr 3,août,24,2025,Qtr 4,octobre,13,N,O,AUTRES SERVICES GENERAUX POUR MALADES,CRPP,ORPHE,HOPITAL SAINT ANTOINE,SORBONNE,ADMINISTRATION,C.I.G.M.,C.I.G.M.,ldz_structure
9164,92999999,H,611,073,SUN,NON,01,8959,0736118959,2007,Qtr 1,mars,1,,,,,2007,Qtr 1,mars,1,2025,Qtr 4,octobre,13,O,O,INDETERMINE,CRPP,ORPHE,HOPITAL SAINT ANTOINE,SORBONNE,ADMINISTRATION,MISSION DU POLE 105,MISSION DU POLE 105,ldz_structure
9165,92001018,H,611,073,SUN,NON,01,9971,0736119971,2023,Qtr 3,août,31,,,,,2023,Qtr 3,août,31,2025,Qtr 4,octobre,13,N,O,PERSONNEL EN CLD,CRPP,ORPHE,HOPITAL SAINT ANTOINE,SORBONNE,ADMINISTRATION,AFF INTERMED-611,AFF INTERMED-611,ldz_structure
9166,92319900,H,612,073,SUN,NON,23,0905,0736120905,2009,Qtr 2,avril,9,,,,,2009,Qtr 2,avril,9,2025,Qtr 4,octobre,13,O,O,CHIRURGIE ADULTE MULTI-DISCIPLINAIRE,CRPP,DREAM,HOPITAL SAINT ANTOINE,SORBONNE,ANESTH.CHIR.AMBULAT.,UNITE CHIR AMBU,UNITE CHIR AMBU,ldz_structure
9167,92260000,H,612,073,SUN,NON,09,2600,0736122600,1999,Qtr 3,août,24,,,,,1999,Qtr 3,août,24,2025,Qtr 4,octobre,13,O,O,ANESTHESIOLOGIE,CRPP,DREAM,HOPITAL SAINT ANTOINE,SORBONNE,AUTRES MEDICO-TECHNI,ANESTHESIOLOGIE,ANESTHESIOLOGIE,ldz_structure
9168,92312020,H,612,073,SUN,NON,81,2602,0736122602,2006,Qtr 1,janvier,1,,,,,2006,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,ANESTHESIE - REANIMATION CHIR. ADULTES,CRPP,DREAM,HOPITAL SAINT ANTOINE,SORBONNE,REANIMATION,REANIMATION CHIR,REANIMATION CHIR,ldz_structure
9169,92312021,H,612,073,SUN,NON,07,2603,0736122603,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,ANESTHESIE HORS REA SC,CRPP,DREAM,HOPITAL SAINT ANTOINE,SORBONNE,CONSULTATIONS,ANESTHESIOLOGIE CS,ANESTHESIOLOGIE CS,ldz_structure
9170,92260100,H,612,073,SUN,NON,09,2604,0736122604,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,SALLES DE REVEIL,CRPP,DREAM,HOPITAL SAINT ANTOINE,SORBONNE,AUTRES MEDICO-TECHNI,SALLE DE REVEIL,SALLE DE REVEIL,ldz_structure
9171,92312020,H,612,073,SUN,NON,82,2606,0736122606,2013,Qtr 4,octobre,21,,,,,2013,Qtr 4,octobre,21,2025,Qtr 4,octobre,13,N,O,ANESTHESIE - REANIMATION CHIR. ADULTES,CRPP,DREAM,HOPITAL SAINT ANTOINE,SORBONNE,SOINS INTENSIFS,USIP-DEPT ANES REA,USIP-DEPT ANES REA,ldz_structure
9172,92463400,H,612,073,SUN,NON,08,2607,0736122607,2018,Qtr 2,avril,23,,,,,2018,Qtr 2,avril,23,2025,Qtr 4,octobre,13,O,O,COORDINATION PRELEVEMENT TISSUS ORGANES,CRPP,DREAM,HOPITAL SAINT ANTOINE,SORBONNE,BLOC OPERATOIRE,COORD PREL ORG,COORD PREL ORG,ldz_structure
9173,92302120,H,612,073,SUN,NON,80,2608,0736122608,2018,Qtr 4,novembre,29,,,,,2018,Qtr 4,novembre,29,2025,Qtr 4,octobre,13,N,O,HEPATO-GASTRO-ENTEROLOGIE,CRPP,DREAM,HOPITAL SAINT ANTOINE,SORBONNE,HOSPIT COMPL CONVENT,SSPI URGENCES GRAVES,SSPI URGENCES GRAVES,ldz_structure
9174,92312020,H,612,073,SUN,NON,82,2609,0736122609,2019,Qtr 1,février,19,,,,,2019,Qtr 1,février,19,2025,Qtr 4,octobre,13,O,O,ANESTHESIE - REANIMATION CHIR. ADULTES,CRPP,DREAM,HOPITAL SAINT ANTOINE,SORBONNE,SOINS INTENSIFS,USIP REA CHIR,USIP REA CHIR,ldz_structure
9175,92000003,H,612,073,SUN,NON,01,8263,0736128263,2019,Qtr 2,juin,17,,,,,2019,Qtr 2,juin,17,2025,Qtr 4,octobre,13,O,O,ADMINISTRATION DU POLE,CRPP,DREAM,HOPITAL SAINT ANTOINE,SORBONNE,ADMINISTRATION,UG DU DMU 612,UG DU DMU 612,ldz_structure
9176,92001018,H,612,073,SUN,NON,01,9972,0736129972,2023,Qtr 3,août,31,,,,,2023,Qtr 3,août,31,2025,Qtr 4,octobre,13,N,O,PERSONNEL EN CLD,CRPP,DREAM,HOPITAL SAINT ANTOINE,SORBONNE,ADMINISTRATION,AFF INTERMED-612,AFF INTERMED-612,ldz_structure
9177,92302420,H,613,073,SUN,NON,07,2401,0736132401,1999,Qtr 3,août,24,,,,,1999,Qtr 3,août,24,2025,Qtr 4,octobre,13,O,O,TRAITEMENT CONTRE LA DOULEUR,CRPP,3ID,HOPITAL SAINT ANTOINE,SORBONNE,CONSULTATIONS,DOULEUR CS,DOULEUR CS,ldz_structure
9178,92302410,H,613,073,SUN,NON,07,2404,0736132404,2010,Qtr 2,mai,10,,,,,2010,Qtr 2,mai,10,2025,Qtr 4,octobre,13,N,O,SOINS PALLIATIFS,CRPP,3ID,HOPITAL SAINT ANTOINE,SORBONNE,CONSULTATIONS,SPAL CS,SPAL CS,ldz_structure
9179,92302420,H,613,073,SUN,NON,04,2405,0736132405,2012,Qtr 2,juin,8,,,,,2012,Qtr 2,juin,8,2025,Qtr 4,octobre,13,O,O,TRAITEMENT CONTRE LA DOULEUR,CRPP,3ID,HOPITAL SAINT ANTOINE,SORBONNE,HOSPITALISATION JOUR,DOULEUR HDJ,DOULEUR HDJ,ldz_structure
9180,92300020,H,613,073,SUN,NON,07,3200,0736133200,1999,Qtr 3,août,24,,,,,1999,Qtr 3,août,24,2025,Qtr 4,octobre,13,O,O,MALADIES INFECTIEUSES,CRPP,3ID,HOPITAL SAINT ANTOINE,SORBONNE,CONSULTATIONS,MALADIES INFECSES CS,MALADIES INFECSES CS,ldz_structure
9181,92300020,H,613,073,SUN,NON,80,3201,0736133201,2001,Qtr 1,janvier,1,,,,,2001,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,MALADIES INFECTIEUSES,CRPP,3ID,HOPITAL SAINT ANTOINE,SORBONNE,HOSPIT COMPL CONVENT,MALADIES INFECSES HC,MALADIES INFECSES HC,ldz_structure
9182,92300020,H,613,073,SUN,NON,04,3202,0736133202,2001,Qtr 1,janvier,1,,,,,2001,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,MALADIES INFECTIEUSES,CRPP,3ID,HOPITAL SAINT ANTOINE,SORBONNE,HOSPITALISATION JOUR,MALADIES INFECSES HJ,MALADIES INFECSES HJ,ldz_structure
9183,92396000,H,613,073,SUN,NON,01,3203,0736133203,2001,Qtr 1,janvier,1,,,,,2001,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,RESEAUX,CRPP,3ID,HOPITAL SAINT ANTOINE,SORBONNE,ADMINISTRATION,RESEAU BASTILLE,RESEAU BASTILLE,ldz_structure
9184,92349040,H,613,073,SUN,NON,07,3206,0736133206,2010,Qtr 2,mai,3,,,,,2010,Qtr 2,mai,3,2025,Qtr 4,octobre,13,O,O,CEGIDD,CRPP,3ID,HOPITAL SAINT ANTOINE,SORBONNE,CONSULTATIONS,CEGIDD,CEGIDD,ldz_structure
9185,92398150,H,613,073,SUN,NON,33,3207,0736133207,2014,Qtr 1,mars,31,,,,,2014,Qtr 1,mars,31,2025,Qtr 4,octobre,13,O,O,RECHERCHE,CRPP,3ID,HOPITAL SAINT ANTOINE,SORBONNE,RECHERCHE,C RECHERCHE CLINIQUE,C RECHERCHE CLINIQUE,ldz_structure
9186,92300010,H,613,073,SUN,OUI,80,3700,0736133700,1999,Qtr 3,août,24,,,,,1999,Qtr 3,août,24,2025,Qtr 4,octobre,13,O,O,MEDECINE INTERNE,CRPP,3ID,HOPITAL SAINT ANTOINE,SORBONNE,HOSPIT COMPL CONVENT,MEDECINE INTERNE HC,MEDECINE INTERNE HC,ldz_structure
9187,92300010,H,613,073,SUN,NON,07,3702,0736133702,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,MEDECINE INTERNE,CRPP,3ID,HOPITAL SAINT ANTOINE,SORBONNE,CONSULTATIONS,MEDECINE INTERNE CS,MEDECINE INTERNE CS,ldz_structure
9188,92300010,H,613,073,SUN,NON,04,3704,0736133704,2009,Qtr 2,mai,28,,,,,2009,Qtr 2,mai,28,2025,Qtr 4,octobre,13,O,O,MEDECINE INTERNE,CRPP,3ID,HOPITAL SAINT ANTOINE,SORBONNE,HOSPITALISATION JOUR,MEDECINE INTERNE HDJ,MEDECINE INTERNE HDJ,ldz_structure
9189,92300010,H,613,073,SUN,NON,80,3705,0736133705,2017,Qtr 4,novembre,6,,,,,2017,Qtr 4,novembre,6,2025,Qtr 4,octobre,13,O,O,MEDECINE INTERNE,CRPP,3ID,HOPITAL SAINT ANTOINE,SORBONNE,HOSPIT COMPL CONVENT,UNIT POST URG MD INT,UNIT POST URG MD INT,ldz_structure
9190,92395003,H,613,073,SUN,NON,07,3706,0736133706,2017,Qtr 4,décembre,4,,,,,2017,Qtr 4,décembre,4,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,3ID,HOPITAL SAINT ANTOINE,SORBONNE,CONSULTATIONS,CRMR ANGIOEDEME CS,CRMR ANGIOEDEME CS,ldz_structure
9191,92395003,H,613,073,SUN,NON,04,3707,0736133707,2017,Qtr 4,décembre,4,,,,,2017,Qtr 4,décembre,4,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,3ID,HOPITAL SAINT ANTOINE,SORBONNE,HOSPITALISATION JOUR,CRMR ANGIOEDEME HDJ,CRMR ANGIOEDEME HDJ,ldz_structure
9192,92395003,H,613,073,SUN,NON,07,3708,0736133708,2024,Qtr 1,janvier,31,,,,,2024,Qtr 1,janvier,31,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,3ID,HOPITAL SAINT ANTOINE,SORBONNE,CONSULTATIONS,CRMR CEREMAIA,CRMR CEREMAIA,ldz_structure
9193,92302240,H,613,073,SUN,NON,80,3800,0736133800,1999,Qtr 3,août,24,,,,,1999,Qtr 3,août,24,2025,Qtr 4,octobre,13,O,O,RHUMATOLOGIE,CRPP,3ID,HOPITAL SAINT ANTOINE,SORBONNE,HOSPIT COMPL CONVENT,RHUMATOLOGIE HC,RHUMATOLOGIE HC,ldz_structure
9194,92302240,H,613,073,SUN,NON,07,3801,0736133801,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,RHUMATOLOGIE,CRPP,3ID,HOPITAL SAINT ANTOINE,SORBONNE,CONSULTATIONS,RHUMATOLOGIE CS,RHUMATOLOGIE CS,ldz_structure
9195,92302240,H,613,073,SUN,NON,04,3802,0736133802,2009,Qtr 2,avril,9,,,,,2009,Qtr 2,avril,9,2025,Qtr 4,octobre,13,O,O,RHUMATOLOGIE,CRPP,3ID,HOPITAL SAINT ANTOINE,SORBONNE,HOSPITALISATION JOUR,RHUMATOLOGIE HDJ,RHUMATOLOGIE HDJ,ldz_structure
9196,92300010,H,613,073,SUN,NON,80,6201,0736136201,2012,Qtr 4,octobre,15,,,,,2012,Qtr 4,octobre,15,2025,Qtr 4,octobre,13,O,O,MEDECINE INTERNE,CRPP,3ID,HOPITAL SAINT ANTOINE,SORBONNE,HOSPIT COMPL CONVENT,MEDECINE AVAL URG,MEDECINE AVAL URG,ldz_structure
9197,92000003,H,613,073,SUN,NON,01,8259,0736138259,2019,Qtr 2,juin,17,,,,,2019,Qtr 2,juin,17,2025,Qtr 4,octobre,13,O,O,ADMINISTRATION DU POLE,CRPP,3ID,HOPITAL SAINT ANTOINE,SORBONNE,ADMINISTRATION,UG DU DMU 613,UG DU DMU 613,ldz_structure
9198,92000003,H,613,073,SUN,NON,01,8265,0736138265,2019,Qtr 2,juin,17,,,,,2019,Qtr 2,juin,17,2025,Qtr 4,octobre,13,N,O,ADMINISTRATION DU POLE,CRPP,3ID,HOPITAL SAINT ANTOINE,SORBONNE,ADMINISTRATION,UG DU DMU 613,UG DU DMU 613,ldz_structure
9199,92001018,H,613,073,SUN,NON,01,9973,0736139973,2023,Qtr 3,août,31,,,,,2023,Qtr 3,août,31,2025,Qtr 4,octobre,13,N,O,PERSONNEL EN CLD,CRPP,3ID,HOPITAL SAINT ANTOINE,SORBONNE,ADMINISTRATION,AFF INTERMED-613,AFF INTERMED-613,ldz_structure
9200,92999999,H,997,073,SUN,NON,01,0996,0739970996,2011,Qtr 4,décembre,8,,,,,2011,Qtr 4,décembre,8,2025,Qtr 4,octobre,13,N,O,INDETERMINE,CRPP,ADMINISTRATIF,HOPITAL SAINT ANTOINE,SORBONNE,ADMINISTRATION,EQUIP CRPP 066,EQUIP CRPP 066,ldz_structure
9201,92999999,H,997,073,SUN,NON,01,0997,0739970997,2011,Qtr 4,décembre,8,,,,,2011,Qtr 4,décembre,8,2025,Qtr 4,octobre,13,N,O,INDETERMINE,CRPP,ADMINISTRATIF,HOPITAL SAINT ANTOINE,SORBONNE,ADMINISTRATION,EQUIP CRPP 076,EQUIP CRPP 076,ldz_structure
9202,92999999,H,997,073,SUN,NON,01,0998,0739970998,1999,Qtr 4,novembre,1,,,,,1999,Qtr 4,novembre,1,2025,Qtr 4,octobre,13,N,O,INDETERMINE,CRPP,ADMINISTRATIF,HOPITAL SAINT ANTOINE,SORBONNE,ADMINISTRATION,DEMANDE ACTES,DEMANDE ACTES,ldz_structure
9203,92002230,H,997,073,SUN,NON,01,1803,0739971803,2003,Qtr 1,janvier,1,,,,,2003,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,SERVICE MORTUAIRE,CRPP,ADMINISTRATIF,HOPITAL SAINT ANTOINE,SORBONNE,ADMINISTRATION,CHAMBRE MORTUAIRE,CHAMBRE MORTUAIRE,ldz_structure
