Somme de AUTO_NUM,CD_CC9,CD_CRP,CD_DMU,CD_ETA,CD_GHU,CD_GHU,CD_ETA,CD_UGL,CD_SHI,CD_TYPE_ACT,CD_UGC,CD_UGL,Année,Trimestre,Mois,Jour,Année,Trimestre,Mois,Jour,Année,Trimestre,Mois,Jour,Année,Trimestre,Mois,Jour,FL_ACTIF,FL_OF,LB_CC9,LB_CRP,LB_DMU,LB_ETA,LB_GHU,GHU,LB_ETA,LB_UGL,LB_TYPE_ACT,LB_UGC,LB_UGL,SOURCE
1473,92280400,H,406,014,UPS,UPS,014,0144065002,NON,09,5002,0144065002,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,ENDOSCOPIE DIGESTIVE,CRPP,NEPTUN,HOPITAL AMBROISE PARE,SACLAY,SACLAY,HOPITAL AMBROISE PARE,ENDOSCOPIES DIGEST,AUTRES MEDICO-TECHNI,ENDOSCOPIES DIGEST,ENDOSCOPIES DIGEST,ldz_structure
3586,92280400,H,406,028,UPS,UPS,028,0284060210,NON,09,0210,0284060210,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,ENDOSCOPIE DIGESTIVE,CRPP,NEPTUN,HOPITAL ANTOINE BECLERE,SACLAY,SACLAY,HOPITAL ANTOINE BECLERE,ENDOSCOPIES PMT,AUTRES MEDICO-TECHNI,ENDOSCOPIES PMT,ENDOSCOPIES PMT,ldz_structure
11907,92280400,H,406,096,UPS,UPS,096,0964060176,NON,09,0176,0964060176,2011,Qtr 3,septembre,7,,,,,2011,Qtr 3,septembre,7,2025,Qtr 4,octobre,13,O,O,ENDOSCOPIE DIGESTIVE,CRPP,NEPTUN,HOPITAL PAUL BROUSSE,SACLAY,SACLAY,HOPITAL PAUL BROUSSE,ENDOSCOPIES,AUTRES MEDICO-TECHNI,ENDOSCOPIES,ENDOSCOPIES,ldz_structure
6427,92280400,H,511,061,CUP,CUP,061,0615117573,NON,09,7573,0615117573,2002,Qtr 1,janvier,1,,,,,2002,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,ENDOSCOPIE DIGESTIVE,CRPP,MICADO,GROUPE HOSPITAL.NECKER ENFANTS MALADES,CENTRE,CENTRE,GROUPE HOSPITAL.NECKER ENFANTS MALADES,EF DIGESTIVE,AUTRES MEDICO-TECHNI,EF DIGESTIVE,EF DIGESTIVE,ldz_structure
2464,92280400,H,515,021,CUP,CUP,021,0215154013,NON,09,4013,0215154013,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,ENDOSCOPIE DIGESTIVE,CRPP,HEMAT-CANC SP MED-CH,GH COCHIN,CENTRE,CENTRE,GH COCHIN,ENDO DIG PTA F,AUTRES MEDICO-TECHNI,ENDO DIG PTA F,ENDO DIG PTA F,ldz_structure
9586,92280400,H,515,075,CUP,CUP,075,0755150193,NON,09,0193,0755150193,2009,Qtr 1,janvier,1,,,,,2009,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,ENDOSCOPIE DIGESTIVE,CRPP,HEMAT-CANC SP MED-CH,HEGP,CENTRE,CENTRE,HEGP,PLAT TECH ENDOSCOPIE,AUTRES MEDICO-TECHNI,PLAT TECH ENDOSCOPIE,PLAT TECH ENDOSCOPIE,ldz_structure
11044,92280400,H,601,088,SUN,SUN,088,0886010175,NON,09,0175,0886010175,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,ENDOSCOPIE DIGESTIVE,CRPP,ORIGYNE,GH ARMAND TROUSSEAU-LA ROCHE GUYON,SORBONNE,SORBONNE,GH ARMAND TROUSSEAU-LA ROCHE GUYON,ENDO DIGESTIVE,AUTRES MEDICO-TECHNI,ENDO DIGESTIVE,ENDO DIGESTIVE,ldz_structure
7466,92280400,H,610,066,SUN,SUN,066,0666100151,NON,09,0151,0666100151,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,ENDOSCOPIE DIGESTIVE,CRPP,SAPERE,GROUPE HOSPITALIER PITIE-LA SALPETRIERE,SORBONNE,SORBONNE,GROUPE HOSPITALIER PITIE-LA SALPETRIERE,ENDOSCOPIE DIGESTIVE,AUTRES MEDICO-TECHNI,ENDOSCOPIE DIGESTIVE,ENDOSCOPIE DIGESTIVE,ldz_structure
9133,92280400,H,610,073,SUN,SUN,073,0736100401,NON,09,0401,0736100401,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,ENDOSCOPIE DIGESTIVE,CRPP,SAPERE,HOPITAL SAINT ANTOINE,SORBONNE,SORBONNE,HOPITAL SAINT ANTOINE,ENDO DIGESTIVE,AUTRES MEDICO-TECHNI,ENDO DIGESTIVE,ENDO DIGESTIVE,ldz_structure
9134,92280400,H,610,073,SUN,SUN,073,0736100402,NON,09,0402,0736100402,2015,Qtr 4,novembre,5,,,,,2015,Qtr 4,novembre,5,2025,Qtr 4,octobre,13,O,O,ENDOSCOPIE DIGESTIVE,CRPP,SAPERE,HOPITAL SAINT ANTOINE,SORBONNE,SORBONNE,HOPITAL SAINT ANTOINE,GDE GARDE ENDOSCOPIE,AUTRES MEDICO-TECHNI,GDE GARDE ENDOSCOPIE,GDE GARDE ENDOSCOPIE,ldz_structure
10822,92280400,H,612,087,SUN,SUN,087,0876125614,NON,09,5614,0876125614,2009,Qtr 4,octobre,5,,,,,2009,Qtr 4,octobre,5,2025,Qtr 4,octobre,13,N,O,ENDOSCOPIE DIGESTIVE,CRPP,DREAM,HOPITAL TENON,SORBONNE,SORBONNE,HOPITAL TENON,ENDOSC PLAT TEC AMB,AUTRES MEDICO-TECHNI,ENDOSC PLAT TEC AMB,ENDOSC PLAT TEC AMB,ldz_structure
5936,92280400,H,705,053,NUP,NUP,053,0537050044,NON,09,0044,0537050044,2009,Qtr 2,avril,3,,,,,2009,Qtr 2,avril,3,2025,Qtr 4,octobre,13,O,O,ENDOSCOPIE DIGESTIVE,CRPP,ESPRIT,HOPITAL LOUIS MOURIER,NORD,NORD,HOPITAL LOUIS MOURIER,ENDOSCO DIGESTIVES,AUTRES MEDICO-TECHNI,ENDOSCO DIGESTIVES,ENDOSCO DIGESTIVES,ldz_structure
106,92280400,H,706,005,NUP,NUP,005,0057064094,NON,09,4094,0057064094,1999,Qtr 1,janvier,1,,,,,1999,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,ENDOSCOPIE DIGESTIVE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,NORD,HOPITAL BEAUJON,CAT HEPAT ABRAMI,AUTRES MEDICO-TECHNI,CAT HEPAT ABRAMI,CAT HEPAT ABRAMI,ldz_structure
120,92280400,H,706,005,NUP,NUP,005,0057065301,NON,09,5301,0057065301,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,ENDOSCOPIE DIGESTIVE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,NORD,HOPITAL BEAUJON,ENDOSCOPIE,AUTRES MEDICO-TECHNI,ENDOSCOPIE,ENDOSCOPIE,ldz_structure
996,92280400,H,706,011,NUP,NUP,011,0117061403,NON,09,1403,0117061403,2006,Qtr 1,janvier,1,,,,,2006,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,ENDOSCOPIE DIGESTIVE,CRPP,DIGEST,HOPITAL BICHAT,NORD,NORD,HOPITAL BICHAT,ENDOSCOPIES DIGESTIV,AUTRES MEDICO-TECHNI,ENDOSCOPIES DIGESTIV,ENDOSCOPIES DIGESTIV,ldz_structure
5574,92280400,H,712,047,NUP,NUP,047,0477124203,NON,09,4203,0477124203,1996,Qtr 4,novembre,25,,,,,1996,Qtr 4,novembre,25,2025,Qtr 4,octobre,13,O,O,ENDOSCOPIE DIGESTIVE,CRPP,ICARE,GH LARIBOISIERE FERNAND WIDAL,NORD,NORD,GH LARIBOISIERE FERNAND WIDAL,ENDOSCOPIE,AUTRES MEDICO-TECHNI,ENDOSCOPIE,ENDOSCOPIE,ldz_structure
10008,92280400,H,712,076,NUP,NUP,076,0767120372,NON,09,0372,0767120372,2008,Qtr 1,janvier,1,,,,,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,ENDOSCOPIE DIGESTIVE,CRPP,ICARE,HOPITAL SAINT LOUIS,NORD,NORD,HOPITAL SAINT LOUIS,ENDOSCOPIE,AUTRES MEDICO-TECHNI,ENDOSCOPIE,ENDOSCOPIE,ldz_structure
10984,92280400,H,998,087,SUN,SUN,087,0879983503,NON,09,3503,0879983503,2006,Qtr 1,janvier,1,2022,Qtr 3,septembre,7,2006,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,O,N,ENDOSCOPIE DIGESTIVE,CRPP,CEL,HOPITAL TENON,SORBONNE,SORBONNE,HOPITAL TENON,ENDO DIGESTIVE,AUTRES MEDICO-TECHNI,ENDO DIGESTIVE,ENDO DIGESTIVE,ldz_structure
8728,92280500,H,002,072,SUN,SUN,072,0720020613,NON,09,0613,0720020613,2011,Qtr 3,août,18,2011,Qtr 3,août,15,2011,Qtr 3,août,18,2025,Qtr 4,octobre,2,N,N,EF EN ORL,CRPP,MED PHYS ET READAPT,HOPITAL ROTHSCHILD,SORBONNE,SORBONNE,HOPITAL ROTHSCHILD,EF ORL ADULTE,AUTRES MEDICO-TECHNI,EF ORL ADULTE,EF ORL ADULTE,ldz_structure
8935,92280500,H,004,073,SUN,SUN,073,0730041203,NON,09,1203,0730041203,2009,Qtr 2,avril,9,2009,Qtr 3,août,12,2009,Qtr 2,avril,9,2025,Qtr 4,octobre,2,N,N,EF EN ORL,CRPP,MED SPECIALISEES,HOPITAL SAINT ANTOINE,SORBONNE,SORBONNE,HOPITAL SAINT ANTOINE,EF ORL,AUTRES MEDICO-TECHNI,EF ORL,EF ORL,ldz_structure
13998,92280500,H,101,010,UPS,UPS,010,0101011403,NON,09,1403,0101011403,2019,Qtr 1,janvier,1,2019,Qtr 4,décembre,31,2019,Qtr 1,janvier,1,2024,Qtr 4,octobre,4,O,N,EF EN ORL,CRPP,NEUROSC TETE COU,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,EF ORL,AUTRES MEDICO-TECHNI,EF ORL,EF ORL,fact_effectifs
9,92280500,H,105,005,NUP,NUP,005,0051051442,NON,09,1442,0051051442,2002,Qtr 1,janvier,1,2019,Qtr 1,mars,1,2002,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,N,N,EF EN ORL,CRPP,THORAX VAISSEAUX ORL,HOPITAL BEAUJON,NORD,NORD,HOPITAL BEAUJON,EF ORL,AUTRES MEDICO-TECHNI,EF ORL,EF ORL,ldz_structure
590,92280500,H,409,010,UPS,UPS,010,0104091403,NON,09,1403,0104091403,1998,Qtr 1,janvier,1,,,,,1998,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,EF EN ORL,CRPP,NEUROSCIENCES,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,EF ORL,AUTRES MEDICO-TECHNI,EF ORL,EF ORL,ldz_structure
9463,92280500,H,505,075,CUP,CUP,075,0755050213,NON,09,0213,0755050213,2009,Qtr 1,janvier,1,,,,,2009,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,EF EN ORL,CRPP,THOROS,HEGP,CENTRE,CENTRE,HEGP,EF ORL,AUTRES MEDICO-TECHNI,EF ORL,EF ORL,ldz_structure
6336,92280500,H,509,061,CUP,CUP,061,0615097405,NON,09,7405,0615097405,2020,Qtr 1,mars,5,,,,,2020,Qtr 1,mars,5,2025,Qtr 4,octobre,13,O,O,EF EN ORL,CRPP,PRIME,GROUPE HOSPITAL.NECKER ENFANTS MALADES,CENTRE,CENTRE,GROUPE HOSPITAL.NECKER ENFANTS MALADES,EF CREA,AUTRES MEDICO-TECHNI,EF CREA,EF CREA,ldz_structure
6456,92280500,H,512,061,CUP,CUP,061,0615127166,NON,09,7166,0615127166,2008,Qtr 1,janvier,1,,,,,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,EF EN ORL,CRPP,COLTE,GROUPE HOSPITAL.NECKER ENFANTS MALADES,CENTRE,CENTRE,GROUPE HOSPITAL.NECKER ENFANTS MALADES,EF ORL PED,AUTRES MEDICO-TECHNI,EF ORL PED,EF ORL PED,ldz_structure
6458,92280500,H,512,061,CUP,CUP,061,0615127168,NON,09,7168,0615127168,2019,Qtr 3,septembre,27,,,,,2019,Qtr 3,septembre,27,2025,Qtr 4,octobre,13,N,O,EF EN ORL,CRPP,COLTE,GROUPE HOSPITAL.NECKER ENFANTS MALADES,CENTRE,CENTRE,GROUPE HOSPITAL.NECKER ENFANTS MALADES,EF AUDIO IMPLAN COC,AUTRES MEDICO-TECHNI,EF AUDIO IMPLAN COC,EF AUDIO IMPLAN COC,ldz_structure
6558,92280500,H,513,061,CUP,CUP,061,0615137405,NON,09,7405,0615137405,2020,Qtr 1,mars,5,,,,,2020,Qtr 1,mars,5,2023,Qtr 3,septembre,18,O,O,EF EN ORL,CRPP,MEFADO,GROUPE HOSPITAL.NECKER ENFANTS MALADES,CENTRE,CENTRE,GROUPE HOSPITAL.NECKER ENFANTS MALADES,EF CREA,AUTRES MEDICO-TECHNI,EF CREA,EF CREA,ldz_structure
7405,92280500,H,608,066,SUN,SUN,066,0666081222,NON,09,1222,0666081222,2009,Qtr 3,septembre,14,,,,,2009,Qtr 3,septembre,14,2025,Qtr 4,octobre,13,N,O,EF EN ORL,CRPP,CHIR,GROUPE HOSPITALIER PITIE-LA SALPETRIERE,SORBONNE,SORBONNE,GROUPE HOSPITALIER PITIE-LA SALPETRIERE,EF ORL,AUTRES MEDICO-TECHNI,EF ORL,EF ORL,ldz_structure
8814,92280500,H,608,072,SUN,SUN,072,0726080632,NON,09,0632,0726080632,2011,Qtr 3,septembre,16,,,,,2011,Qtr 3,septembre,16,2025,Qtr 4,octobre,13,N,O,EF EN ORL,CRPP,CHIR,HOPITAL ROTHSCHILD,SORBONNE,SORBONNE,HOPITAL ROTHSCHILD,EXPLORATION FONCT,AUTRES MEDICO-TECHNI,EXPLORATION FONCT,EXPLORATION FONCT,ldz_structure
1023,92280500,H,707,011,NUP,NUP,011,0117073815,NON,09,3815,0117073815,2019,Qtr 1,février,1,,,,,2019,Qtr 1,février,1,2025,Qtr 4,octobre,13,N,O,EF EN ORL,CRPP,VICTOIRE,HOPITAL BICHAT,NORD,NORD,HOPITAL BICHAT,EXPLO ORL,AUTRES MEDICO-TECHNI,EXPLO ORL,EXPLO ORL,ldz_structure
5528,92280500,H,711,047,NUP,NUP,047,0477111115,NON,09,1115,0477111115,2008,Qtr 1,janvier,1,,,,,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,EF EN ORL,CRPP,NEUROSCIENCES,GH LARIBOISIERE FERNAND WIDAL,NORD,NORD,GH LARIBOISIERE FERNAND WIDAL,EF ORL,AUTRES MEDICO-TECHNI,EF ORL,EF ORL,ldz_structure
552,92280600,H,407,010,UPS,UPS,010,0104071305,NON,09,1305,0104071305,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,EF EN OPHTALMOLOGIE,CRPP,ENDO IMM INF CAN URG,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,EF OPHTALMOLOGIE,AUTRES MEDICO-TECHNI,EF OPHTALMOLOGIE,EF OPHTALMOLOGIE,ldz_structure
7399,92280600,H,608,066,SUN,SUN,066,0666081122,NON,09,1122,0666081122,2009,Qtr 3,septembre,14,,,,,2009,Qtr 3,septembre,14,2025,Qtr 4,octobre,13,N,O,EF EN OPHTALMOLOGIE,CRPP,CHIR,GROUPE HOSPITALIER PITIE-LA SALPETRIERE,SORBONNE,SORBONNE,GROUPE HOSPITALIER PITIE-LA SALPETRIERE,EF OPH,AUTRES MEDICO-TECHNI,EF OPH,EF OPH,ldz_structure
1053,92280600,H,708,011,NUP,NUP,011,0117081503,NON,09,1503,0117081503,2020,Qtr 1,mars,6,,,,,2020,Qtr 1,mars,6,2025,Qtr 4,octobre,13,N,O,EF EN OPHTALMOLOGIE,CRPP,CARDIOLOGIE METABO,HOPITAL BICHAT,NORD,NORD,HOPITAL BICHAT,EF RETINOGRAPHIE,AUTRES MEDICO-TECHNI,EF RETINOGRAPHIE,EF RETINOGRAPHIE,ldz_structure
5471,92280600,H,708,047,NUP,NUP,047,0477080615,NON,09,0615,0477080615,2013,Qtr 2,mai,3,,,,,2013,Qtr 2,mai,3,2025,Qtr 4,octobre,13,N,O,EF EN OPHTALMOLOGIE,CRPP,CARDIOLOGIE METABO,GH LARIBOISIERE FERNAND WIDAL,NORD,NORD,GH LARIBOISIERE FERNAND WIDAL,EF OPHTALMO,AUTRES MEDICO-TECHNI,EF OPHTALMO,EF OPHTALMO,ldz_structure
5534,92280600,H,711,047,NUP,NUP,047,0477111214,NON,09,1214,0477111214,2008,Qtr 3,septembre,1,,,,,2008,Qtr 3,septembre,1,2025,Qtr 4,octobre,13,N,O,EF EN OPHTALMOLOGIE,CRPP,NEUROSCIENCES,GH LARIBOISIERE FERNAND WIDAL,NORD,NORD,GH LARIBOISIERE FERNAND WIDAL,EF OPH,AUTRES MEDICO-TECHNI,EF OPH,EF OPH,ldz_structure
8726,92280700,H,002,072,SUN,SUN,072,0720020237,NON,09,0237,0720020237,1999,Qtr 3,septembre,1,2011,Qtr 2,mai,20,1999,Qtr 3,septembre,1,2025,Qtr 4,octobre,2,N,N,EF URO-NEPHRO-GYNECOLOGIE,CRPP,MED PHYS ET READAPT,HOPITAL ROTHSCHILD,SORBONNE,SORBONNE,HOPITAL ROTHSCHILD,EXPLO FONCTIONNELLES,AUTRES MEDICO-TECHNI,EXPLO FONCTIONNELLES,EXPLO FONCTIONNELLES,ldz_structure
4978,92280700,H,003,042,SUN,SUN,042,0420036732,NON,09,6732,0420036732,2005,Qtr 1,janvier,1,2011,Qtr 4,octobre,1,2005,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,N,N,EF URO-NEPHRO-GYNECOLOGIE,CRPP,ACT.SPE.TRANSV.AMBU,HOPITAL CHARLES FOIX,SORBONNE,SORBONNE,HOPITAL CHARLES FOIX,URODYNAMIQUE,AUTRES MEDICO-TECHNI,URODYNAMIQUE,URODYNAMIQUE,ldz_structure
6195,92280700,H,008,061,CUP,CUP,061,0610087614,NON,09,7614,0610087614,2007,Qtr 1,janvier,1,2015,Qtr 4,octobre,21,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,N,N,EF URO-NEPHRO-GYNECOLOGIE,CRPP,REIN OEIL COEUR,GROUPE HOSPITAL.NECKER ENFANTS MALADES,CENTRE,CENTRE,GROUPE HOSPITAL.NECKER ENFANTS MALADES,EF ENDO URO ADULTES,AUTRES MEDICO-TECHNI,EF ENDO URO ADULTES,EF ENDO URO ADULTES,ldz_structure
15537,92280700,H,101,066,SUN,SUN,066,0661015342,NON,09,5342,0661015342,2019,Qtr 1,janvier,1,2019,Qtr 4,décembre,31,2019,Qtr 1,janvier,1,2024,Qtr 4,octobre,4,O,N,EF URO-NEPHRO-GYNECOLOGIE,CRPP,CHIR NEPH URO GYNOBS,GROUPE HOSPITALIER PITIE-LA SALPETRIERE,SORBONNE,SORBONNE,GROUPE HOSPITALIER PITIE-LA SALPETRIERE,EF UROLOGIE,AUTRES MEDICO-TECHNI,EF UROLOGIE,EF UROLOGIE,fact_effectifs
15784,92280700,H,101,068,UPS,UPS,068,0681010142,NON,09,0142,0681010142,2019,Qtr 1,janvier,1,2019,Qtr 4,décembre,31,2019,Qtr 1,janvier,1,2024,Qtr 4,octobre,4,O,N,EF URO-NEPHRO-GYNECOLOGIE,CRPP,HANDICAP REEDUC,HOPITAL RAYMOND POINCARE,SACLAY,SACLAY,HOPITAL RAYMOND POINCARE,EF URODYNAMIQUE,AUTRES MEDICO-TECHNI,EF URODYNAMIQUE,EF URODYNAMIQUE,fact_effectifs
16524,92280700,H,102,087,SUN,SUN,087,0871022801,NON,09,2801,0871022801,2019,Qtr 1,janvier,1,2019,Qtr 4,décembre,31,2019,Qtr 1,janvier,1,2024,Qtr 4,octobre,4,O,N,EF URO-NEPHRO-GYNECOLOGIE,CRPP,MAL REIN ET VOI URIN,HOPITAL TENON,SORBONNE,SORBONNE,HOPITAL TENON,EF RENALES,AUTRES MEDICO-TECHNI,EF RENALES,EF RENALES,fact_effectifs
16530,92280700,H,102,087,SUN,SUN,087,0871026501,NON,09,6501,0871026501,2019,Qtr 1,janvier,1,2019,Qtr 4,décembre,31,2019,Qtr 1,janvier,1,2024,Qtr 4,octobre,4,O,N,EF URO-NEPHRO-GYNECOLOGIE,CRPP,MAL REIN ET VOI URIN,HOPITAL TENON,SORBONNE,SORBONNE,HOPITAL TENON,EF PERINEALES,AUTRES MEDICO-TECHNI,EF PERINEALES,EF PERINEALES,fact_effectifs
14062,92280700,H,103,010,UPS,UPS,010,0101035510,NON,09,5510,0101035510,2019,Qtr 1,janvier,1,2019,Qtr 4,décembre,31,2019,Qtr 1,janvier,1,2024,Qtr 4,octobre,4,O,N,EF URO-NEPHRO-GYNECOLOGIE,CRPP,FAME,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,EF OBSTETRIQUE,AUTRES MEDICO-TECHNI,EF OBSTETRIQUE,EF OBSTETRIQUE,fact_effectifs
11859,92280700,H,106,096,UPS,UPS,096,0961060185,NON,09,0185,0961060185,2008,Qtr 1,janvier,1,2017,Qtr 3,août,22,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,N,N,EF URO-NEPHRO-GYNECOLOGIE,CRPP,GERIATRIE,HOPITAL PAUL BROUSSE,SACLAY,SACLAY,HOPITAL PAUL BROUSSE,URODYNAMIQUE,AUTRES MEDICO-TECHNI,URODYNAMIQUE,URODYNAMIQUE,ldz_structure
14250,92280700,H,109,011,NUP,NUP,011,0111092106,NON,09,2106,0111092106,2019,Qtr 1,janvier,1,2019,Qtr 4,décembre,31,2019,Qtr 1,janvier,1,2024,Qtr 4,octobre,4,O,N,EF URO-NEPHRO-GYNECOLOGIE,CRPP,FEMMES ENFANTS URO,HOPITAL BICHAT,NORD,NORD,HOPITAL BICHAT,EF GYNECO,AUTRES MEDICO-TECHNI,EF GYNECO,EF GYNECO,fact_effectifs
14925,92280700,H,111,029,HMN,HMN,029,0291110142,NON,09,0142,0291110142,2019,Qtr 1,janvier,1,2019,Qtr 4,décembre,31,2019,Qtr 1,janvier,1,2024,Qtr 4,octobre,4,O,N,EF URO-NEPHRO-GYNECOLOGIE,CRPP,GERIATRIE VAL MARNE,HOPITAL EMILE ROUX,MONDOR,MONDOR,HOPITAL EMILE ROUX,EF URODYNAMIQUE,AUTRES MEDICO-TECHNI,EF URODYNAMIQUE,EF URODYNAMIQUE,fact_effectifs
3094,92280700,H,205,026,HMN,HMN,026,0262050705,NON,09,0705,0262050705,2009,Qtr 1,janvier,1,,,,,2009,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,EF URO-NEPHRO-GYNECOLOGIE,CRPP,MEDECINE,GH A.CHENEVIER-H.MONDOR,MONDOR,MONDOR,GH A.CHENEVIER-H.MONDOR,EF URODYNAMIQUE,AUTRES MEDICO-TECHNI,EF URODYNAMIQUE,EF URODYNAMIQUE,ldz_structure
3825,92280700,H,208,029,HMN,HMN,029,0292080142,NON,09,0142,0292080142,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,EF URO-NEPHRO-GYNECOLOGIE,CRPP,GERIATRIE,HOPITAL EMILE ROUX,MONDOR,MONDOR,HOPITAL EMILE ROUX,EF URODYNAMIQUE,AUTRES MEDICO-TECHNI,EF URODYNAMIQUE,EF URODYNAMIQUE,ldz_structure
4392,92280700,H,208,036,HMN,HMN,036,0362088104,NON,09,8104,0362088104,2015,Qtr 4,octobre,28,,,,,2015,Qtr 4,octobre,28,2025,Qtr 4,octobre,13,N,O,EF URO-NEPHRO-GYNECOLOGIE,CRPP,GERIATRIE,HOPITAL GEORGES CLEMENCEAU,MONDOR,MONDOR,HOPITAL GEORGES CLEMENCEAU,EF URODYNAMIQUE,AUTRES MEDICO-TECHNI,EF URODYNAMIQUE,EF URODYNAMIQUE,ldz_structure
5242,92280700,H,208,044,HMN,HMN,044,0442082630,NON,09,2630,0442082630,2009,Qtr 2,juin,18,,,,,2009,Qtr 2,juin,18,2025,Qtr 4,octobre,13,N,O,EF URO-NEPHRO-GYNECOLOGIE,CRPP,GERIATRIE,HOPITAL DUPUYTREN,MONDOR,MONDOR,HOPITAL DUPUYTREN,EF URODYNAMIQUE,AUTRES MEDICO-TECHNI,EF URODYNAMIQUE,EF URODYNAMIQUE,ldz_structure
412,92280700,H,402,010,UPS,UPS,010,0104025510,NON,09,5510,0104025510,2009,Qtr 2,avril,1,,,,,2009,Qtr 2,avril,1,2025,Qtr 4,octobre,13,O,O,EF URO-NEPHRO-GYNECOLOGIE,CRPP,SANTE FEMMES NVX NES,HOPITAL DE BICETRE,SACLAY,SACLAY,HOPITAL DE BICETRE,EF OBSTETRIQUE,AUTRES MEDICO-TECHNI,EF OBSTETRIQUE,EF OBSTETRIQUE,ldz_structure
3536,92280700,H,402,028,UPS,UPS,028,0284020819,NON,09,0819,0284020819,2009,Qtr 2,juin,17,,,,,2009,Qtr 2,juin,17,2025,Qtr 4,octobre,13,N,O,EF URO-NEPHRO-GYNECOLOGIE,CRPP,SANTE FEMMES NVX NES,HOPITAL ANTOINE BECLERE,SACLAY,SACLAY,HOPITAL ANTOINE BECLERE,EF URO NEPHRO GYNECO,AUTRES MEDICO-TECHNI,EF URO NEPHRO GYNECO,EF URO NEPHRO GYNECO,ldz_structure
7957,92280700,H,408,068,UPS,UPS,068,0684080142,NON,09,0142,0684080142,2008,Qtr 4,octobre,1,,,,,2008,Qtr 4,octobre,1,2025,Qtr 4,octobre,13,O,O,EF URO-NEPHRO-GYNECOLOGIE,CRPP,NEUROLOCO HANDICAPS,HOPITAL RAYMOND POINCARE,SACLAY,SACLAY,HOPITAL RAYMOND POINCARE,MPR EF URODYNAMIQUE,AUTRES MEDICO-TECHNI,MPR EF URODYNAMIQUE,MPR EF URODYNAMIQUE,ldz_structure
2739,92280700,H,501,022,CUP,CUP,022,0225010058,NON,09,0058,0225010058,2009,Qtr 1,janvier,1,,,,,2009,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,EF URO-NEPHRO-GYNECOLOGIE,CRPP,APPAREIL LOCOMOTEUR,HOPITAL CORENTIN CELTON,CENTRE,CENTRE,HOPITAL CORENTIN CELTON,EF URO NEPHRO,AUTRES MEDICO-TECHNI,EF URO NEPHRO,EF URO NEPHRO,ldz_structure
2772,92280700,H,506,022,CUP,CUP,022,0225060058,NON,09,0058,0225060058,2009,Qtr 1,janvier,1,,,,,2009,Qtr 1,janvier,1,2023,Qtr 3,septembre,18,N,O,EF URO-NEPHRO-GYNECOLOGIE,CRPP,GERIATRIE,HOPITAL CORENTIN CELTON,CENTRE,CENTRE,HOPITAL CORENTIN CELTON,EF URO NEPHRO,AUTRES MEDICO-TECHNI,EF URO NEPHRO,EF URO NEPHRO,ldz_structure
