Somme de AUTO_NUM,CD_CC9,CD_CRP,CD_DMU,CD_ETA,CD_GHU,CD_GHU,CD_ETA,CD_UGL,CD_SHI,CD_TYPE_ACT,CD_UGC,CD_UGL,Année,Trimestre,Mois,Jour,Année,Trimestre,Mois,Jour,Année,Trimestre,Mois,Jour,Année,Trimestre,Mois,Jour,FL_ACTIF,FL_OF,LB_CC9,LB_CRP,LB_DMU,LB_ETA,LB_GHU,GHU,LB_ETA,LB_UGL,LB_TYPE_ACT,LB_UGC,LB_UGL,SOURCE
12829,92000000,H,010,401,SC1,SC1,401,4010100176,NON,01,0176,4010100176,2009,Qtr 1,janvier,1,2011,Qtr 4,décembre,31,2009,Qtr 1,janvier,1,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,DAJDP,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,CEL COMPTE LOGISTIQ,ADMINISTRATION,CEL COMPTE LOGISTIQ,CEL COMPTE LOGISTIQ,ldz_structure
12835,92000000,H,010,401,SC1,SC1,401,4010100190,NON,01,0190,4010100190,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,DAJDP,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,RESP MEDICALE,ADMINISTRATION,RESP MEDICALE,RESP MEDICALE,ldz_structure
12838,92000000,H,010,401,SC1,SC1,401,4010100195,NON,01,0195,4010100195,2023,Qtr 3,septembre,20,,,,,2023,Qtr 3,septembre,20,2025,Qtr 4,octobre,13,O,O,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,DAJDP,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,ETUDES ET MEDIATION,ADMINISTRATION,ETUDES ET MEDIATION,ETUDES ET MEDIATION,ldz_structure
12839,92000000,H,011,401,SC1,SC1,401,4010110040,NON,01,0040,4010110040,2003,Qtr 2,avril,1,,,,,2003,Qtr 2,avril,1,2025,Qtr 4,octobre,13,O,O,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,DRH,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,ACC MANAG & INNOV RH,ADMINISTRATION,ACC MANAG & INNOV RH,ACC MANAG & INNOV RH,ldz_structure
12841,92000000,H,011,401,SC1,SC1,401,4010110058,NON,01,0058,4010110058,1996,Qtr 4,octobre,1,,,,,1996,Qtr 4,octobre,1,2025,Qtr 4,octobre,13,O,O,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,DRH,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,BURCADRES DIRIGEANTS,ADMINISTRATION,BURCADRES DIRIGEANTS,BURCADRES DIRIGEANTS,ldz_structure
12842,92000000,H,011,401,SC1,SC1,401,4010110098,NON,01,0098,4010110098,2009,Qtr 2,juin,19,2020,Qtr 4,décembre,31,2009,Qtr 2,juin,19,2025,Qtr 1,janvier,29,O,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,DRH,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,S.PARCOURS.MOB.PRO,ADMINISTRATION,S.PARCOURS.MOB.PRO,S.PARCOURS.MOB.PRO,ldz_structure
12845,92000000,H,011,401,SC1,SC1,401,4010110204,NON,01,0204,4010110204,1998,Qtr 1,janvier,1,,,,,1998,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,DRH,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,RELAT. SOC - POL SOC,ADMINISTRATION,RELAT. SOC - POL SOC,RELAT. SOC - POL SOC,ldz_structure
12869,92000000,H,011,401,SC1,SC1,401,4010117004,NON,01,7004,4010117004,2011,Qtr 3,septembre,16,,,,,2011,Qtr 3,septembre,16,2025,Qtr 4,octobre,13,N,O,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,DRH,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,MANAG ORGANISAT RH,ADMINISTRATION,MANAG ORGANISAT RH,MANAG ORGANISAT RH,ldz_structure
12900,92000000,H,013,401,SC1,SC1,401,4010130004,NON,01,0004,4010130004,1996,Qtr 2,juin,1,2011,Qtr 4,décembre,31,1996,Qtr 2,juin,1,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,DAM,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,HAND RESEAUX TELEMED,ADMINISTRATION,HAND RESEAUX TELEMED,HAND RESEAUX TELEMED,ldz_structure
12902,92000000,H,013,401,SC1,SC1,401,4010130403,NON,01,0403,4010130403,2004,Qtr 1,janvier,1,2020,Qtr 4,décembre,31,2004,Qtr 1,janvier,1,2025,Qtr 1,janvier,29,O,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,DAM,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,B.R. UNI EPST R.I,ADMINISTRATION,B.R. UNI EPST R.I,B.R. UNI EPST R.I,ldz_structure
12906,92000000,H,013,401,SC1,SC1,401,4010130410,NON,01,0410,4010130410,1996,Qtr 2,juin,1,2014,Qtr 4,décembre,31,1996,Qtr 2,juin,1,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,DAM,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,DP STRAT INV MOB ING,ADMINISTRATION,DP STRAT INV MOB ING,DP STRAT INV MOB ING,ldz_structure
12907,92000000,H,013,401,SC1,SC1,401,4010130413,NON,01,0413,4010130413,2004,Qtr 1,janvier,1,2014,Qtr 4,décembre,31,2004,Qtr 1,janvier,1,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,DAM,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,G. CRISES SANITAIRES,ADMINISTRATION,G. CRISES SANITAIRES,G. CRISES SANITAIRES,ldz_structure
12910,92000000,H,013,401,SC1,SC1,401,4010130430,NON,01,0430,4010130430,1996,Qtr 2,juin,1,2014,Qtr 4,décembre,31,1996,Qtr 2,juin,1,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,DAM,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,DRH MEDICALES,ADMINISTRATION,DRH MEDICALES,DRH MEDICALES,ldz_structure
12912,92000000,H,013,401,SC1,SC1,401,4010130442,NON,01,0442,4010130442,1997,Qtr 1,janvier,1,2011,Qtr 4,décembre,31,1997,Qtr 1,janvier,1,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,DAM,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,DPT GERIATRIE,ADMINISTRATION,DPT GERIATRIE,DPT GERIATRIE,ldz_structure
12914,92000000,H,013,401,SC1,SC1,401,4010130470,NON,01,0470,4010130470,1996,Qtr 2,juin,1,2014,Qtr 4,décembre,31,1996,Qtr 2,juin,1,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,DAM,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,DPT RECHERCHE CLINIQ,ADMINISTRATION,DPT RECHERCHE CLINIQ,DPT RECHERCHE CLINIQ,ldz_structure
13092,92000000,H,020,401,SC1,SC1,401,4010200101,NON,01,0101,4010200101,2004,Qtr 1,janvier,1,,,,,2004,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,SUPPORT INSTITUTIONN,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,INSTITUTIONNEL,ADMINISTRATION,INSTITUTIONNEL,INSTITUTIONNEL,ldz_structure
13095,92000000,H,020,401,SC1,SC1,401,4010200126,NON,01,0126,4010200126,2018,Qtr 1,mars,27,,,,,2018,Qtr 1,mars,27,2025,Qtr 4,octobre,13,N,O,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,SUPPORT INSTITUTIONN,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,ASTREINTES DPUA,ADMINISTRATION,ASTREINTES DPUA,ASTREINTES DPUA,ldz_structure
13096,92000000,H,020,401,SC1,SC1,401,4010200127,NON,01,0127,4010200127,2018,Qtr 1,mars,27,,,,,2018,Qtr 1,mars,27,2025,Qtr 4,octobre,13,O,O,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,SUPPORT INSTITUTIONN,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,ADEME,ADMINISTRATION,ADEME,ADEME,ldz_structure
13097,92000000,H,020,401,SC1,SC1,401,4010200128,NON,01,0128,4010200128,2018,Qtr 1,mars,27,,,,,2018,Qtr 1,mars,27,2025,Qtr 4,octobre,13,O,O,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,SUPPORT INSTITUTIONN,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,CONVENTION DATOS ARS,ADMINISTRATION,CONVENTION DATOS ARS,CONVENTION DATOS ARS,ldz_structure
13099,92000000,H,020,401,SC1,SC1,401,4010200222,NON,01,0222,4010200222,2003,Qtr 2,avril,1,,,,,2003,Qtr 2,avril,1,2025,Qtr 4,octobre,13,O,O,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,SUPPORT INSTITUTIONN,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,CSP RH,ADMINISTRATION,CSP RH,CSP RH,ldz_structure
13100,92000000,H,020,401,SC1,SC1,401,4010200223,NON,01,0223,4010200223,2022,Qtr 1,février,7,,,,,2022,Qtr 1,février,7,2025,Qtr 4,octobre,13,O,O,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,SUPPORT INSTITUTIONN,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,CSP MAD,ADMINISTRATION,CSP MAD,CSP MAD,ldz_structure
13102,92000000,H,020,401,SC1,SC1,401,4010200301,NON,01,0301,4010200301,2022,Qtr 4,octobre,4,,,,,2022,Qtr 4,octobre,4,2025,Qtr 4,octobre,13,N,O,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,SUPPORT INSTITUTIONN,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,OBEPAR,ADMINISTRATION,OBEPAR,OBEPAR,ldz_structure
13118,92000000,H,020,401,SC1,SC1,401,4010203001,NON,01,3001,4010203001,2022,Qtr 2,mai,4,,,,,2022,Qtr 2,mai,4,2025,Qtr 4,octobre,13,O,O,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,SUPPORT INSTITUTIONN,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,PROJET HOTEL DIEU,ADMINISTRATION,PROJET HOTEL DIEU,PROJET HOTEL DIEU,ldz_structure
13119,92000000,H,020,401,SC1,SC1,401,4010204800,NON,01,4800,4010204800,2018,Qtr 4,octobre,16,,,,,2018,Qtr 4,octobre,16,2025,Qtr 4,octobre,13,O,O,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,SUPPORT INSTITUTIONN,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,NOUVELLE AP-HP,ADMINISTRATION,NOUVELLE AP-HP,NOUVELLE AP-HP,ldz_structure
13264,92000000,H,028,401,SC1,SC1,401,4010280224,NON,01,0224,4010280224,2003,Qtr 2,avril,1,2010,Qtr 1,janvier,31,2003,Qtr 2,avril,1,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,I. E.,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,MUTUAL DAG-DSI,ADMINISTRATION,MUTUAL DAG-DSI,MUTUAL DAG-DSI,ldz_structure
13265,92000000,H,028,401,SC1,SC1,401,4010280225,NON,01,0225,4010280225,2003,Qtr 2,avril,1,2010,Qtr 1,janvier,31,2003,Qtr 2,avril,1,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,I. E.,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,MUTUAL DAG-DSO,ADMINISTRATION,MUTUAL DAG-DSO,MUTUAL DAG-DSO,ldz_structure
13266,92000000,H,028,401,SC1,SC1,401,4010280228,NON,01,0228,4010280228,2003,Qtr 2,avril,1,2010,Qtr 1,janvier,31,2003,Qtr 2,avril,1,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,I. E.,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,SAS,ADMINISTRATION,SAS,SAS,ldz_structure
13267,92000000,H,028,401,SC1,SC1,401,4010280230,NON,01,0230,4010280230,1996,Qtr 2,juin,1,2009,Qtr 3,août,1,1996,Qtr 2,juin,1,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,I. E.,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,GEATI,ADMINISTRATION,GEATI,GEATI,ldz_structure
13268,92000000,H,028,401,SC1,SC1,401,4010280245,NON,01,0245,4010280245,2001,Qtr 1,janvier,1,2010,Qtr 1,janvier,31,2001,Qtr 1,janvier,1,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,I. E.,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,GAC,ADMINISTRATION,GAC,GAC,ldz_structure
13269,92000000,H,028,401,SC1,SC1,401,4010280253,NON,01,0253,4010280253,1996,Qtr 2,juin,1,2010,Qtr 1,janvier,31,1996,Qtr 2,juin,1,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,I. E.,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,LTMS,ADMINISTRATION,LTMS,LTMS,ldz_structure
13270,92000000,H,028,401,SC1,SC1,401,4010280256,NON,01,0256,4010280256,1996,Qtr 2,juin,1,2010,Qtr 1,janvier,31,1996,Qtr 2,juin,1,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,I. E.,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,RS,ADMINISTRATION,RS,RS,ldz_structure
13271,92000000,H,028,401,SC1,SC1,401,4010280258,NON,01,0258,4010280258,1997,Qtr 4,décembre,24,2010,Qtr 1,janvier,31,1997,Qtr 4,décembre,24,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,I. E.,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,DOM GEST CONNAISSANC,ADMINISTRATION,DOM GEST CONNAISSANC,DOM GEST CONNAISSANC,ldz_structure
13272,92000000,H,028,401,SC1,SC1,401,4010280259,NON,01,0259,4010280259,2003,Qtr 2,avril,1,2010,Qtr 1,janvier,31,2003,Qtr 2,avril,1,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,I. E.,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,MUTUAL DAG-DPA,ADMINISTRATION,MUTUAL DAG-DPA,MUTUAL DAG-DPA,ldz_structure
13273,92000000,H,028,401,SC1,SC1,401,4010280260,NON,01,0260,4010280260,1996,Qtr 2,juin,1,2010,Qtr 1,janvier,31,1996,Qtr 2,juin,1,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,I. E.,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,DOM GEST PATIENTS,ADMINISTRATION,DOM GEST PATIENTS,DOM GEST PATIENTS,ldz_structure
13274,92000000,H,028,401,SC1,SC1,401,4010280421,NON,01,0421,4010280421,2004,Qtr 1,janvier,1,2010,Qtr 1,janvier,31,2004,Qtr 1,janvier,1,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,I. E.,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,DOM GEST PERSONNELS,ADMINISTRATION,DOM GEST PERSONNELS,DOM GEST PERSONNELS,ldz_structure
13275,92000000,H,028,401,SC1,SC1,401,4010280605,NON,01,0605,4010280605,2003,Qtr 1,janvier,1,2010,Qtr 1,janvier,31,2003,Qtr 1,janvier,1,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,I. E.,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,DOM GEST HOSPI,ADMINISTRATION,DOM GEST HOSPI,DOM GEST HOSPI,ldz_structure
13276,92000000,H,028,401,SC1,SC1,401,4010280900,NON,01,0900,4010280900,1996,Qtr 2,juin,1,2010,Qtr 1,janvier,31,1996,Qtr 2,juin,1,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,I. E.,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,DSI DIRECTION,ADMINISTRATION,DSI DIRECTION,DSI DIRECTION,ldz_structure
13277,92000000,H,028,401,SC1,SC1,401,4010280901,NON,01,0901,4010280901,2005,Qtr 1,janvier,1,2010,Qtr 1,janvier,31,2005,Qtr 1,janvier,1,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,I. E.,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,URBANISME/ARCHI,ADMINISTRATION,URBANISME/ARCHI,URBANISME/ARCHI,ldz_structure
13278,92000000,H,028,401,SC1,SC1,401,4010280905,NON,01,0905,4010280905,2005,Qtr 1,janvier,1,2010,Qtr 1,janvier,31,2005,Qtr 1,janvier,1,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,I. E.,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,METHO.QUAL.SECU,ADMINISTRATION,METHO.QUAL.SECU,METHO.QUAL.SECU,ldz_structure
13279,92000000,H,028,401,SC1,SC1,401,4010280910,NON,01,0910,4010280910,1999,Qtr 1,mars,23,2010,Qtr 1,janvier,31,1999,Qtr 1,mars,23,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,I. E.,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,DSO,ADMINISTRATION,DSO,DSO,ldz_structure
13287,92000000,H,028,401,SC1,SC1,401,4010280930,NON,01,0930,4010280930,1999,Qtr 1,mars,23,2010,Qtr 1,janvier,1,1999,Qtr 1,mars,23,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,I. E.,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,DPA,ADMINISTRATION,DPA,DPA,ldz_structure
13288,92000000,H,028,401,SC1,SC1,401,4010280950,NON,01,0950,4010280950,1999,Qtr 1,mars,23,2010,Qtr 1,janvier,31,1999,Qtr 1,mars,23,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,I. E.,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,DPT RESSOUR & GESTIO,ADMINISTRATION,DPT RESSOUR & GESTIO,DPT RESSOUR & GESTIO,ldz_structure
13292,92000000,H,029,401,SC1,SC1,401,4010290064,NON,01,0064,4010290064,1996,Qtr 3,septembre,1,2010,Qtr 1,janvier,31,1996,Qtr 3,septembre,1,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,NSI,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,URBA.ARCHIT (EAI),ADMINISTRATION,URBA.ARCHIT (EAI),URBA.ARCHIT (EAI),ldz_structure
13293,92000000,H,029,401,SC1,SC1,401,4010290100,NON,01,0100,4010290100,1998,Qtr 1,janvier,1,2010,Qtr 1,janvier,31,1998,Qtr 1,janvier,1,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,NSI,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,TRANSVERSAL SC,ADMINISTRATION,TRANSVERSAL SC,TRANSVERSAL SC,ldz_structure
13294,92000000,H,029,401,SC1,SC1,401,4010290120,NON,01,0120,4010290120,1996,Qtr 2,juin,1,2010,Qtr 1,janvier,31,1996,Qtr 2,juin,1,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,NSI,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,METHO.QUALIT.SECUR,ADMINISTRATION,METHO.QUALIT.SECUR,METHO.QUALIT.SECUR,ldz_structure
13295,92000000,H,029,401,SC1,SC1,401,4010290121,NON,01,0121,4010290121,1996,Qtr 4,octobre,1,2010,Qtr 1,janvier,31,1996,Qtr 4,octobre,1,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,NSI,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,SUPPORT JURIDIQUE,ADMINISTRATION,SUPPORT JURIDIQUE,SUPPORT JURIDIQUE,ldz_structure
18116,92000000,H,032,401,SC1,SC1,401,4010322024,NON,01,2024,4010322024,2024,Qtr 4,novembre,26,,,,,2024,Qtr 4,décembre,2,2025,Qtr 4,octobre,13,O,O,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,DHL,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,DIRECTION HL,ADMINISTRATION,DIRECTION HL,DIRECTION HL,ldz_structure
13324,92000000,H,033,401,SC1,SC1,401,4010330457,NON,01,0457,4010330457,2004,Qtr 1,janvier,1,2020,Qtr 4,décembre,31,2004,Qtr 1,janvier,1,2025,Qtr 1,janvier,29,O,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,DPUA,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,DEP DROIT PATIENTS,ADMINISTRATION,DEP DROIT PATIENTS,DEP DROIT PATIENTS,ldz_structure
13328,92000000,H,034,401,SC1,SC1,401,4010340071,NON,01,0071,4010340071,2009,Qtr 1,janvier,1,,,,,2009,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,DRI,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,DRI,ADMINISTRATION,DRI,DRI,ldz_structure
13334,92000000,H,040,401,SC1,SC1,401,4010404000,NON,01,4000,4010404000,2009,Qtr 4,octobre,29,2016,Qtr 4,décembre,31,2009,Qtr 4,octobre,29,2025,Qtr 1,janvier,29,N,N,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,DSI,ADMINISTRATION GENERALE   A.P.H.P.,SERVICES CENTRAUX,SERVICES CENTRAUX,ADMINISTRATION GENERALE   A.P.H.P.,DSI GOUV RESS SECU,ADMINISTRATION,DSI GOUV RESS SECU,DSI GOUV RESS SECU,ldz_structure
172,92000000,H,997,005,NUP,NUP,005,0059971200,NON,01,1200,0059971200,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,EQUIPES DE DIRECTION ET DEPENSES DE GES,CRPP,ADMINISTRATIF,HOPITAL BEAUJON,NORD,NORD,HOPITAL BEAUJON,DIRECTION GENERALE,ADMINISTRATION,DIRECTION GENERALE,DIRECTION GENERALE,ldz_structure
